,serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
2388,85_4,RSV B N201T,2,0.0003704,C5,V2P1,RSV_Historical_Sera_2,0.8199,25.01.23,
2389,85_4,RSV B N201T,2,0.0001235,C6,V2P1,RSV_Historical_Sera_2,1.067,25.01.23,
2390,85_4,RSV B N201T,2,4.115e-05,C7,V2P1,RSV_Historical_Sera_2,1.001,25.01.23,
2391,85_4,RSV B N201T,2,1.372e-05,C8,V2P1,RSV_Historical_Sera_2,0.973,25.01.23,
2392,85_4,RSV B N201T,2,4.572e-06,C9,V2P1,RSV_Historical_Sera_2,0.9462,25.01.23,
2393,85_4,RSV B N201T,2,1.524e-06,C10,V2P1,RSV_Historical_Sera_2,1.09,25.01.23,
2394,85_6,RSV B N201T,1,0.01,F2,V2P2,RSV_Historical_Sera_2,0.009028,25.01.23,
2395,85_6,RSV B N201T,1,0.003333,F3,V2P2,RSV_Historical_Sera_2,0.08217,25.01.23,
2396,85_6,RSV B N201T,1,0.001111,F4,V2P2,RSV_Historical_Sera_2,0.3464,25.01.23,
2397,85_6,RSV B N201T,1,0.0003704,F5,V2P2,RSV_Historical_Sera_2,0.6468,25.01.23,
2398,85_6,RSV B N201T,1,0.0001235,F6,V2P2,RSV_Historical_Sera_2,0.9258,25.01.23,
2399,85_6,RSV B N201T,1,4.115e-05,F7,V2P2,RSV_Historical_Sera_2,0.9601,25.01.23,
2400,85_6,RSV B N201T,1,1.372e-05,F8,V2P2,RSV_Historical_Sera_2,0.9758,25.01.23,
2401,85_6,RSV B N201T,1,4.572e-06,F9,V2P2,RSV_Historical_Sera_2,1.029,25.01.23,
2402,85_6,RSV B N201T,1,1.524e-06,F10,V2P2,RSV_Historical_Sera_2,1.051,25.01.23,
2403,85_6,RSV B N201T,2,0.01,G2,V2P2,RSV_Historical_Sera_2,0.006338,25.01.23,
2404,85_6,RSV B N201T,2,0.003333,G3,V2P2,RSV_Historical_Sera_2,0.03778,25.01.23,
2405,85_6,RSV B N201T,2,0.001111,G4,V2P2,RSV_Historical_Sera_2,0.3087,25.01.23,
2406,85_6,RSV B N201T,2,0.0003704,G5,V2P2,RSV_Historical_Sera_2,0.5363,25.01.23,
2407,85_6,RSV B N201T,2,0.0001235,G6,V2P2,RSV_Historical_Sera_2,0.7656,25.01.23,
2408,85_6,RSV B N201T,2,4.115e-05,G7,V2P2,RSV_Historical_Sera_2,0.9452,25.01.23,
2409,85_6,RSV B N201T,2,1.372e-05,G8,V2P2,RSV_Historical_Sera_2,1.041,25.01.23,
2410,85_6,RSV B N201T,2,4.572e-06,G9,V2P2,RSV_Historical_Sera_2,1.053,25.01.23,
2411,85_6,RSV B N201T,2,1.524e-06,G10,V2P2,RSV_Historical_Sera_2,0.8648,25.01.23,
2412,86_1,RSV B N201T,1,0.01,D2,V2P2,RSV_Historical_Sera_2,0.004584,25.01.23,
2413,86_1,RSV B N201T,1,0.003333,D3,V2P2,RSV_Historical_Sera_2,0.009082,25.01.23,
2414,86_1,RSV B N201T,1,0.001111,D4,V2P2,RSV_Historical_Sera_2,0.1774,25.01.23,
2415,86_1,RSV B N201T,1,0.0003704,D5,V2P2,RSV_Historical_Sera_2,0.539,25.01.23,
2416,86_1,RSV B N201T,1,0.0001235,D6,V2P2,RSV_Historical_Sera_2,0.76,25.01.23,
2417,86_1,RSV B N201T,1,4.115e-05,D7,V2P2,RSV_Historical_Sera_2,0.7597,25.01.23,
2418,86_1,RSV B N201T,1,1.372e-05,D8,V2P2,RSV_Historical_Sera_2,1.039,25.01.23,
2419,86_1,RSV B N201T,1,4.572e-06,D9,V2P2,RSV_Historical_Sera_2,0.979,25.01.23,
2420,86_1,RSV B N201T,1,1.524e-06,D10,V2P2,RSV_Historical_Sera_2,0.9724,25.01.23,
2421,86_1,RSV B N201T,2,0.01,E2,V2P2,RSV_Historical_Sera_2,0.004111,25.01.23,
2422,86_1,RSV B N201T,2,0.003333,E3,V2P2,RSV_Historical_Sera_2,0.0306,25.01.23,
2423,86_1,RSV B N201T,2,0.001111,E4,V2P2,RSV_Historical_Sera_2,0.1306,25.01.23,
2424,86_1,RSV B N201T,2,0.0003704,E5,V2P2,RSV_Historical_Sera_2,0.4924,25.01.23,
2425,86_1,RSV B N201T,2,0.0001235,E6,V2P2,RSV_Historical_Sera_2,0.7818,25.01.23,
2426,86_1,RSV B N201T,2,4.115e-05,E7,V2P2,RSV_Historical_Sera_2,1.013,25.01.23,
2427,86_1,RSV B N201T,2,1.372e-05,E8,V2P2,RSV_Historical_Sera_2,0.993,25.01.23,
2428,86_1,RSV B N201T,2,4.572e-06,E9,V2P2,RSV_Historical_Sera_2,1.079,25.01.23,
2429,86_1,RSV B N201T,2,1.524e-06,E10,V2P2,RSV_Historical_Sera_2,1.004,25.01.23,
2430,86_2,RSV B N201T,1,0.01,B2,V2P2,RSV_Historical_Sera_2,0.006612,25.01.23,
2431,86_2,RSV B N201T,1,0.003333,B3,V2P2,RSV_Historical_Sera_2,0.03611,25.01.23,
2432,86_2,RSV B N201T,1,0.001111,B4,V2P2,RSV_Historical_Sera_2,0.2089,25.01.23,
2433,86_2,RSV B N201T,1,0.0003704,B5,V2P2,RSV_Historical_Sera_2,0.4662,25.01.23,
2434,86_2,RSV B N201T,1,0.0001235,B6,V2P2,RSV_Historical_Sera_2,0.7693,25.01.23,
2435,86_2,RSV B N201T,1,4.115e-05,B7,V2P2,RSV_Historical_Sera_2,0.9371,25.01.23,
2436,86_2,RSV B N201T,1,1.372e-05,B8,V2P2,RSV_Historical_Sera_2,0.8521,25.01.23,
2437,86_2,RSV B N201T,1,4.572e-06,B9,V2P2,RSV_Historical_Sera_2,1.067,25.01.23,
2438,86_2,RSV B N201T,1,1.524e-06,B10,V2P2,RSV_Historical_Sera_2,1.022,25.01.23,
2439,86_2,RSV B N201T,2,0.01,C2,V2P2,RSV_Historical_Sera_2,0.009658,25.01.23,
2440,86_2,RSV B N201T,2,0.003333,C3,V2P2,RSV_Historical_Sera_2,0.05689,25.01.23,
2441,86_2,RSV B N201T,2,0.001111,C4,V2P2,RSV_Historical_Sera_2,0.2977,25.01.23,
2442,86_2,RSV B N201T,2,0.0003704,C5,V2P2,RSV_Historical_Sera_2,0.6321,25.01.23,
2443,86_2,RSV B N201T,2,0.0001235,C6,V2P2,RSV_Historical_Sera_2,0.7884,25.01.23,
2444,86_2,RSV B N201T,2,4.115e-05,C7,V2P2,RSV_Historical_Sera_2,0.9839,25.01.23,
2445,86_2,RSV B N201T,2,1.372e-05,C8,V2P2,RSV_Historical_Sera_2,1.05,25.01.23,
2446,86_2,RSV B N201T,2,4.572e-06,C9,V2P2,RSV_Historical_Sera_2,1.091,25.01.23,
2447,86_2,RSV B N201T,2,1.524e-06,C10,V2P2,RSV_Historical_Sera_2,1.056,25.01.23,
2448,86_4,RSV B N201T,1,0.01,F2,V2P3,RSV_Historical_Sera_2,0.003969,25.01.23,
2449,86_4,RSV B N201T,1,0.003333,F3,V2P3,RSV_Historical_Sera_2,0.01149,25.01.23,
2450,86_4,RSV B N201T,1,0.001111,F4,V2P3,RSV_Historical_Sera_2,0.07692,25.01.23,
2451,86_4,RSV B N201T,1,0.0003704,F5,V2P3,RSV_Historical_Sera_2,0.3944,25.01.23,
2452,86_4,RSV B N201T,1,0.0001235,F6,V2P3,RSV_Historical_Sera_2,0.6696,25.01.23,
2453,86_4,RSV B N201T,1,4.115e-05,F7,V2P3,RSV_Historical_Sera_2,0.8299,25.01.23,
2454,86_4,RSV B N201T,1,1.372e-05,F8,V2P3,RSV_Historical_Sera_2,0.8756,25.01.23,
2455,86_4,RSV B N201T,1,4.572e-06,F9,V2P3,RSV_Historical_Sera_2,1.006,25.01.23,
2456,86_4,RSV B N201T,1,1.524e-06,F10,V2P3,RSV_Historical_Sera_2,0.9883,25.01.23,
2457,86_4,RSV B N201T,2,0.01,G2,V2P3,RSV_Historical_Sera_2,0.006174,25.01.23,
2458,86_4,RSV B N201T,2,0.003333,G3,V2P3,RSV_Historical_Sera_2,0.004461,25.01.23,
2459,86_4,RSV B N201T,2,0.001111,G4,V2P3,RSV_Historical_Sera_2,0.05684,25.01.23,
2460,86_4,RSV B N201T,2,0.0003704,G5,V2P3,RSV_Historical_Sera_2,0.2453,25.01.23,
2461,86_4,RSV B N201T,2,0.0001235,G6,V2P3,RSV_Historical_Sera_2,0.7267,25.01.23,
2462,86_4,RSV B N201T,2,4.115e-05,G7,V2P3,RSV_Historical_Sera_2,0.8166,25.01.23,
2463,86_4,RSV B N201T,2,1.372e-05,G8,V2P3,RSV_Historical_Sera_2,0.8672,25.01.23,
2464,86_4,RSV B N201T,2,4.572e-06,G9,V2P3,RSV_Historical_Sera_2,0.8918,25.01.23,
2465,86_4,RSV B N201T,2,1.524e-06,G10,V2P3,RSV_Historical_Sera_2,0.939,25.01.23,
2466,86_6,RSV B N201T,1,0.01,D2,V2P3,RSV_Historical_Sera_2,0.004382,25.01.23,
2467,86_6,RSV B N201T,1,0.003333,D3,V2P3,RSV_Historical_Sera_2,0.07127,25.01.23,
2468,86_6,RSV B N201T,1,0.001111,D4,V2P3,RSV_Historical_Sera_2,0.2765,25.01.23,
2469,86_6,RSV B N201T,1,0.0003704,D5,V2P3,RSV_Historical_Sera_2,0.5891,25.01.23,
2470,86_6,RSV B N201T,1,0.0001235,D6,V2P3,RSV_Historical_Sera_2,0.7841,25.01.23,
2471,86_6,RSV B N201T,1,4.115e-05,D7,V2P3,RSV_Historical_Sera_2,0.8652,25.01.23,
2472,86_6,RSV B N201T,1,1.372e-05,D8,V2P3,RSV_Historical_Sera_2,1.008,25.01.23,
2473,86_6,RSV B N201T,1,4.572e-06,D9,V2P3,RSV_Historical_Sera_2,0.9637,25.01.23,
2474,86_6,RSV B N201T,1,1.524e-06,D10,V2P3,RSV_Historical_Sera_2,1.082,25.01.23,
2475,86_6,RSV B N201T,2,0.01,E2,V2P3,RSV_Historical_Sera_2,0.0131,25.01.23,
2476,86_6,RSV B N201T,2,0.003333,E3,V2P3,RSV_Historical_Sera_2,0.05885,25.01.23,
2477,86_6,RSV B N201T,2,0.001111,E4,V2P3,RSV_Historical_Sera_2,0.2828,25.01.23,
2478,86_6,RSV B N201T,2,0.0003704,E5,V2P3,RSV_Historical_Sera_2,0.5923,25.01.23,
2479,86_6,RSV B N201T,2,0.0001235,E6,V2P3,RSV_Historical_Sera_2,0.7843,25.01.23,
2480,86_6,RSV B N201T,2,4.115e-05,E7,V2P3,RSV_Historical_Sera_2,0.8525,25.01.23,
2481,86_6,RSV B N201T,2,1.372e-05,E8,V2P3,RSV_Historical_Sera_2,0.9334,25.01.23,
2482,86_6,RSV B N201T,2,4.572e-06,E9,V2P3,RSV_Historical_Sera_2,0.9885,25.01.23,
2483,86_6,RSV B N201T,2,1.524e-06,E10,V2P3,RSV_Historical_Sera_2,0.9996,25.01.23,
2484,85_3,RSV B N201T,1,0.01,B2,V2P3,RSV_Historical_Sera_2,0.004633,25.01.23,
2485,85_3,RSV B N201T,1,0.003333,B3,V2P3,RSV_Historical_Sera_2,0.007696,25.01.23,
2486,85_3,RSV B N201T,1,0.001111,B4,V2P3,RSV_Historical_Sera_2,0.03133,25.01.23,
2487,85_3,RSV B N201T,1,0.0003704,B5,V2P3,RSV_Historical_Sera_2,0.2349,25.01.23,
2488,85_3,RSV B N201T,1,0.0001235,B6,V2P3,RSV_Historical_Sera_2,0.5688,25.01.23,
2489,85_3,RSV B N201T,1,4.115e-05,B7,V2P3,RSV_Historical_Sera_2,0.708,25.01.23,
2490,85_3,RSV B N201T,1,1.372e-05,B8,V2P3,RSV_Historical_Sera_2,0.8392,25.01.23,
2491,85_3,RSV B N201T,1,4.572e-06,B9,V2P3,RSV_Historical_Sera_2,0.9906,25.01.23,
2492,85_3,RSV B N201T,1,1.524e-06,B10,V2P3,RSV_Historical_Sera_2,0.918,25.01.23,
2493,85_3,RSV B N201T,2,0.01,C2,V2P3,RSV_Historical_Sera_2,0.006989,25.01.23,
2494,85_3,RSV B N201T,2,0.003333,C3,V2P3,RSV_Historical_Sera_2,0.006833,25.01.23,
2495,85_3,RSV B N201T,2,0.001111,C4,V2P3,RSV_Historical_Sera_2,0.02476,25.01.23,
2496,85_3,RSV B N201T,2,0.0003704,C5,V2P3,RSV_Historical_Sera_2,0.1999,25.01.23,
2497,85_3,RSV B N201T,2,0.0001235,C6,V2P3,RSV_Historical_Sera_2,0.5232,25.01.23,
2498,85_3,RSV B N201T,2,4.115e-05,C7,V2P3,RSV_Historical_Sera_2,0.7414,25.01.23,
2499,85_3,RSV B N201T,2,1.372e-05,C8,V2P3,RSV_Historical_Sera_2,0.8882,25.01.23,
2500,85_3,RSV B N201T,2,4.572e-06,C9,V2P3,RSV_Historical_Sera_2,0.9553,25.01.23,
2501,85_3,RSV B N201T,2,1.524e-06,C10,V2P3,RSV_Historical_Sera_2,1.062,25.01.23,
2502,87_4,RSV B N201T,1,0.01,F2,V2P4,RSV_Historical_Sera_2,0.001806,25.01.23,
2503,87_4,RSV B N201T,1,0.003333,F3,V2P4,RSV_Historical_Sera_2,0.01179,25.01.23,
2504,87_4,RSV B N201T,1,0.001111,F4,V2P4,RSV_Historical_Sera_2,0.1725,25.01.23,
2505,87_4,RSV B N201T,1,0.0003704,F5,V2P4,RSV_Historical_Sera_2,0.4147,25.01.23,
2506,87_4,RSV B N201T,1,0.0001235,F6,V2P4,RSV_Historical_Sera_2,0.7379,25.01.23,
2507,87_4,RSV B N201T,1,4.115e-05,F7,V2P4,RSV_Historical_Sera_2,0.9381,25.01.23,
2508,87_4,RSV B N201T,1,1.372e-05,F8,V2P4,RSV_Historical_Sera_2,0.9589,25.01.23,
2509,87_4,RSV B N201T,1,4.572e-06,F9,V2P4,RSV_Historical_Sera_2,0.9414,25.01.23,
2510,87_4,RSV B N201T,1,1.524e-06,F10,V2P4,RSV_Historical_Sera_2,1.104,25.01.23,
2511,87_4,RSV B N201T,2,0.01,G2,V2P4,RSV_Historical_Sera_2,0.003919,25.01.23,
2512,87_4,RSV B N201T,2,0.003333,G3,V2P4,RSV_Historical_Sera_2,0.01445,25.01.23,
2513,87_4,RSV B N201T,2,0.001111,G4,V2P4,RSV_Historical_Sera_2,0.1247,25.01.23,
2514,87_4,RSV B N201T,2,0.0003704,G5,V2P4,RSV_Historical_Sera_2,0.4209,25.01.23,
2515,87_4,RSV B N201T,2,0.0001235,G6,V2P4,RSV_Historical_Sera_2,0.7832,25.01.23,
2516,87_4,RSV B N201T,2,4.115e-05,G7,V2P4,RSV_Historical_Sera_2,0.9438,25.01.23,
2517,87_4,RSV B N201T,2,1.372e-05,G8,V2P4,RSV_Historical_Sera_2,1.012,25.01.23,
2518,87_4,RSV B N201T,2,4.572e-06,G9,V2P4,RSV_Historical_Sera_2,0.9973,25.01.23,
2519,87_4,RSV B N201T,2,1.524e-06,G10,V2P4,RSV_Historical_Sera_2,0.9066,25.01.23,
2520,85_7,RSV B N201T,1,0.01,D2,V2P4,RSV_Historical_Sera_2,0.002085,25.01.23,
2521,85_7,RSV B N201T,1,0.003333,D3,V2P4,RSV_Historical_Sera_2,0.009405,25.01.23,
2522,85_7,RSV B N201T,1,0.001111,D4,V2P4,RSV_Historical_Sera_2,0.04796,25.01.23,
2523,85_7,RSV B N201T,1,0.0003704,D5,V2P4,RSV_Historical_Sera_2,0.2504,25.01.23,
2524,85_7,RSV B N201T,1,0.0001235,D6,V2P4,RSV_Historical_Sera_2,0.5841,25.01.23,
2525,85_7,RSV B N201T,1,4.115e-05,D7,V2P4,RSV_Historical_Sera_2,0.8292,25.01.23,
2526,85_7,RSV B N201T,1,1.372e-05,D8,V2P4,RSV_Historical_Sera_2,1.026,25.01.23,
2527,85_7,RSV B N201T,1,4.572e-06,D9,V2P4,RSV_Historical_Sera_2,0.9559,25.01.23,
2528,85_7,RSV B N201T,1,1.524e-06,D10,V2P4,RSV_Historical_Sera_2,1.026,25.01.23,
2529,85_7,RSV B N201T,2,0.01,E2,V2P4,RSV_Historical_Sera_2,0.007845,25.01.23,
2530,85_7,RSV B N201T,2,0.003333,E3,V2P4,RSV_Historical_Sera_2,0.005685,25.01.23,
2531,85_7,RSV B N201T,2,0.001111,E4,V2P4,RSV_Historical_Sera_2,0.09094,25.01.23,
2532,85_7,RSV B N201T,2,0.0003704,E5,V2P4,RSV_Historical_Sera_2,0.3321,25.01.23,
2533,85_7,RSV B N201T,2,0.0001235,E6,V2P4,RSV_Historical_Sera_2,0.6441,25.01.23,
2534,85_7,RSV B N201T,2,4.115e-05,E7,V2P4,RSV_Historical_Sera_2,0.8485,25.01.23,
2535,85_7,RSV B N201T,2,1.372e-05,E8,V2P4,RSV_Historical_Sera_2,1.036,25.01.23,
2536,85_7,RSV B N201T,2,4.572e-06,E9,V2P4,RSV_Historical_Sera_2,1.177,25.01.23,
2537,85_7,RSV B N201T,2,1.524e-06,E10,V2P4,RSV_Historical_Sera_2,1.116,25.01.23,
2538,85_8,RSV B N201T,1,0.01,B2,V2P4,RSV_Historical_Sera_2,0.00223,25.01.23,
2539,85_8,RSV B N201T,1,0.003333,B3,V2P4,RSV_Historical_Sera_2,0.005451,25.01.23,
2540,85_8,RSV B N201T,1,0.001111,B4,V2P4,RSV_Historical_Sera_2,0.07861,25.01.23,
2541,85_8,RSV B N201T,1,0.0003704,B5,V2P4,RSV_Historical_Sera_2,0.3236,25.01.23,
2542,85_8,RSV B N201T,1,0.0001235,B6,V2P4,RSV_Historical_Sera_2,0.723,25.01.23,
2543,85_8,RSV B N201T,1,4.115e-05,B7,V2P4,RSV_Historical_Sera_2,0.8071,25.01.23,
2544,85_8,RSV B N201T,1,1.372e-05,B8,V2P4,RSV_Historical_Sera_2,0.9243,25.01.23,
2545,85_8,RSV B N201T,1,4.572e-06,B9,V2P4,RSV_Historical_Sera_2,1.021,25.01.23,
2546,85_8,RSV B N201T,1,1.524e-06,B10,V2P4,RSV_Historical_Sera_2,1.034,25.01.23,
2547,85_8,RSV B N201T,2,0.01,C2,V2P4,RSV_Historical_Sera_2,0.002708,25.01.23,
2548,85_8,RSV B N201T,2,0.003333,C3,V2P4,RSV_Historical_Sera_2,0.005225,25.01.23,
2549,85_8,RSV B N201T,2,0.001111,C4,V2P4,RSV_Historical_Sera_2,0.07999,25.01.23,
2550,85_8,RSV B N201T,2,0.0003704,C5,V2P4,RSV_Historical_Sera_2,0.3006,25.01.23,
2551,85_8,RSV B N201T,2,0.0001235,C6,V2P4,RSV_Historical_Sera_2,0.7357,25.01.23,
2552,85_8,RSV B N201T,2,4.115e-05,C7,V2P4,RSV_Historical_Sera_2,0.8529,25.01.23,
2553,85_8,RSV B N201T,2,1.372e-05,C8,V2P4,RSV_Historical_Sera_2,1.02,25.01.23,
2554,85_8,RSV B N201T,2,4.572e-06,C9,V2P4,RSV_Historical_Sera_2,0.9107,25.01.23,
2555,85_8,RSV B N201T,2,1.524e-06,C10,V2P4,RSV_Historical_Sera_2,0.8932,25.01.23,
2556,86_7,RSV B N201T,1,0.01,F2,V2P5,RSV_Historical_Sera_2,0.006694,25.01.23,
2557,86_7,RSV B N201T,1,0.003333,F3,V2P5,RSV_Historical_Sera_2,0.04183,25.01.23,
2558,86_7,RSV B N201T,1,0.001111,F4,V2P5,RSV_Historical_Sera_2,0.3512,25.01.23,
2559,86_7,RSV B N201T,1,0.0003704,F5,V2P5,RSV_Historical_Sera_2,0.6621,25.01.23,
2560,86_7,RSV B N201T,1,0.0001235,F6,V2P5,RSV_Historical_Sera_2,0.9248,25.01.23,
2561,86_7,RSV B N201T,1,4.115e-05,F7,V2P5,RSV_Historical_Sera_2,1.039,25.01.23,
2562,86_7,RSV B N201T,1,1.372e-05,F8,V2P5,RSV_Historical_Sera_2,0.9044,25.01.23,
2563,86_7,RSV B N201T,1,4.572e-06,F9,V2P5,RSV_Historical_Sera_2,1.051,25.01.23,
2564,86_7,RSV B N201T,1,1.524e-06,F10,V2P5,RSV_Historical_Sera_2,0.9896,25.01.23,
2565,86_7,RSV B N201T,2,0.01,G2,V2P5,RSV_Historical_Sera_2,0.006989,25.01.23,
2566,86_7,RSV B N201T,2,0.003333,G3,V2P5,RSV_Historical_Sera_2,0.05205,25.01.23,
2567,86_7,RSV B N201T,2,0.001111,G4,V2P5,RSV_Historical_Sera_2,0.2511,25.01.23,
2568,86_7,RSV B N201T,2,0.0003704,G5,V2P5,RSV_Historical_Sera_2,0.6224,25.01.23,
2569,86_7,RSV B N201T,2,0.0001235,G6,V2P5,RSV_Historical_Sera_2,0.8043,25.01.23,
2570,86_7,RSV B N201T,2,4.115e-05,G7,V2P5,RSV_Historical_Sera_2,0.893,25.01.23,
2571,86_7,RSV B N201T,2,1.372e-05,G8,V2P5,RSV_Historical_Sera_2,1.083,25.01.23,
2572,86_7,RSV B N201T,2,4.572e-06,G9,V2P5,RSV_Historical_Sera_2,1.043,25.01.23,
2573,86_7,RSV B N201T,2,1.524e-06,G10,V2P5,RSV_Historical_Sera_2,0.9823,25.01.23,
2574,86_8,RSV B N201T,1,0.01,D2,V2P5,RSV_Historical_Sera_2,0.01197,25.01.23,
2575,86_8,RSV B N201T,1,0.003333,D3,V2P5,RSV_Historical_Sera_2,0.1625,25.01.23,
2576,86_8,RSV B N201T,1,0.001111,D4,V2P5,RSV_Historical_Sera_2,0.5538,25.01.23,
2577,86_8,RSV B N201T,1,0.0003704,D5,V2P5,RSV_Historical_Sera_2,0.7792,25.01.23,
2578,86_8,RSV B N201T,1,0.0001235,D6,V2P5,RSV_Historical_Sera_2,0.9441,25.01.23,
2579,86_8,RSV B N201T,1,4.115e-05,D7,V2P5,RSV_Historical_Sera_2,1.199,25.01.23,
2580,86_8,RSV B N201T,1,1.372e-05,D8,V2P5,RSV_Historical_Sera_2,1.084,25.01.23,
2581,86_8,RSV B N201T,1,4.572e-06,D9,V2P5,RSV_Historical_Sera_2,1.294,25.01.23,
2582,86_8,RSV B N201T,1,1.524e-06,D10,V2P5,RSV_Historical_Sera_2,1.154,25.01.23,
2583,86_8,RSV B N201T,2,0.01,E2,V2P5,RSV_Historical_Sera_2,0.01008,25.01.23,
