,serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
1708,85_1,RSV B N201T,2,4.572e-06,G9,V3P1,RSV_Historical_Sera_1,0.9096,25.01.23,
1709,85_1,RSV B N201T,2,1.524e-06,G10,V3P1,RSV_Historical_Sera_1,0.9564,25.01.23,
1710,85_2,RSV B N201T,1,0.01,D2,V3P1,RSV_Historical_Sera_1,0.06806,25.01.23,
1711,85_2,RSV B N201T,1,0.003333,D3,V3P1,RSV_Historical_Sera_1,0.3378,25.01.23,
1712,85_2,RSV B N201T,1,0.001111,D4,V3P1,RSV_Historical_Sera_1,0.8859,25.01.23,
1713,85_2,RSV B N201T,1,0.0003704,D5,V3P1,RSV_Historical_Sera_1,1.232,25.01.23,
1714,85_2,RSV B N201T,1,0.0001235,D6,V3P1,RSV_Historical_Sera_1,1.217,25.01.23,
1715,85_2,RSV B N201T,1,4.115e-05,D7,V3P1,RSV_Historical_Sera_1,1.148,25.01.23,
1716,85_2,RSV B N201T,1,1.372e-05,D8,V3P1,RSV_Historical_Sera_1,1.262,25.01.23,
1717,85_2,RSV B N201T,1,4.572e-06,D9,V3P1,RSV_Historical_Sera_1,1.259,25.01.23,
1718,85_2,RSV B N201T,1,1.524e-06,D10,V3P1,RSV_Historical_Sera_1,1.296,25.01.23,
1719,85_2,RSV B N201T,2,0.01,E2,V3P1,RSV_Historical_Sera_1,0.043,25.01.23,
1720,85_2,RSV B N201T,2,0.003333,E3,V3P1,RSV_Historical_Sera_1,0.2504,25.01.23,
1721,85_2,RSV B N201T,2,0.001111,E4,V3P1,RSV_Historical_Sera_1,0.781,25.01.23,
1722,85_2,RSV B N201T,2,0.0003704,E5,V3P1,RSV_Historical_Sera_1,1.043,25.01.23,
1723,85_2,RSV B N201T,2,0.0001235,E6,V3P1,RSV_Historical_Sera_1,1.302,25.01.23,
1724,85_2,RSV B N201T,2,4.115e-05,E7,V3P1,RSV_Historical_Sera_1,1.108,25.01.23,
1725,85_2,RSV B N201T,2,1.372e-05,E8,V3P1,RSV_Historical_Sera_1,1.233,25.01.23,
1726,85_2,RSV B N201T,2,4.572e-06,E9,V3P1,RSV_Historical_Sera_1,1.111,25.01.23,
1727,85_2,RSV B N201T,2,1.524e-06,E10,V3P1,RSV_Historical_Sera_1,1.267,25.01.23,
1728,85_4,RSV B N201T,1,0.01,B2,V3P1,RSV_Historical_Sera_1,0.115,25.01.23,
1729,85_4,RSV B N201T,1,0.003333,B3,V3P1,RSV_Historical_Sera_1,0.5284,25.01.23,
1730,85_4,RSV B N201T,1,0.001111,B4,V3P1,RSV_Historical_Sera_1,1.148,25.01.23,
1731,85_4,RSV B N201T,1,0.0003704,B5,V3P1,RSV_Historical_Sera_1,1.283,25.01.23,
1732,85_4,RSV B N201T,1,0.0001235,B6,V3P1,RSV_Historical_Sera_1,1.184,25.01.23,
1733,85_4,RSV B N201T,1,4.115e-05,B7,V3P1,RSV_Historical_Sera_1,1.114,25.01.23,
1734,85_4,RSV B N201T,1,1.372e-05,B8,V3P1,RSV_Historical_Sera_1,1.247,25.01.23,
1735,85_4,RSV B N201T,1,4.572e-06,B9,V3P1,RSV_Historical_Sera_1,1.073,25.01.23,
1736,85_4,RSV B N201T,1,1.524e-06,B10,V3P1,RSV_Historical_Sera_1,0.9868,25.01.23,
1737,85_4,RSV B N201T,2,0.01,C2,V3P1,RSV_Historical_Sera_1,0.1379,25.01.23,
1738,85_4,RSV B N201T,2,0.003333,C3,V3P1,RSV_Historical_Sera_1,0.5108,25.01.23,
1739,85_4,RSV B N201T,2,0.001111,C4,V3P1,RSV_Historical_Sera_1,1.003,25.01.23,
1740,85_4,RSV B N201T,2,0.0003704,C5,V3P1,RSV_Historical_Sera_1,1.116,25.01.23,
1741,85_4,RSV B N201T,2,0.0001235,C6,V3P1,RSV_Historical_Sera_1,1.288,25.01.23,
1742,85_4,RSV B N201T,2,4.115e-05,C7,V3P1,RSV_Historical_Sera_1,1.26,25.01.23,
1743,85_4,RSV B N201T,2,1.372e-05,C8,V3P1,RSV_Historical_Sera_1,1.195,25.01.23,
1744,85_4,RSV B N201T,2,4.572e-06,C9,V3P1,RSV_Historical_Sera_1,1.224,25.01.23,
1745,85_4,RSV B N201T,2,1.524e-06,C10,V3P1,RSV_Historical_Sera_1,1.039,25.01.23,
1746,85_6,RSV B N201T,1,0.01,F2,V3P2,RSV_Historical_Sera_1,0.004855,25.01.23,
1747,85_6,RSV B N201T,1,0.003333,F3,V3P2,RSV_Historical_Sera_1,0.0748,25.01.23,
1748,85_6,RSV B N201T,1,0.001111,F4,V3P2,RSV_Historical_Sera_1,0.4117,25.01.23,
1749,85_6,RSV B N201T,1,0.0003704,F5,V3P2,RSV_Historical_Sera_1,0.7437,25.01.23,
1750,85_6,RSV B N201T,1,0.0001235,F6,V3P2,RSV_Historical_Sera_1,0.9395,25.01.23,
1751,85_6,RSV B N201T,1,4.115e-05,F7,V3P2,RSV_Historical_Sera_1,1.139,25.01.23,
1752,85_6,RSV B N201T,1,1.372e-05,F8,V3P2,RSV_Historical_Sera_1,1.045,25.01.23,
1753,85_6,RSV B N201T,1,4.572e-06,F9,V3P2,RSV_Historical_Sera_1,1.054,25.01.23,
1754,85_6,RSV B N201T,1,1.524e-06,F10,V3P2,RSV_Historical_Sera_1,1.08,25.01.23,
1755,85_6,RSV B N201T,2,0.01,G2,V3P2,RSV_Historical_Sera_1,0.01392,25.01.23,
1756,85_6,RSV B N201T,2,0.003333,G3,V3P2,RSV_Historical_Sera_1,0.1033,25.01.23,
1757,85_6,RSV B N201T,2,0.001111,G4,V3P2,RSV_Historical_Sera_1,0.298,25.01.23,
1758,85_6,RSV B N201T,2,0.0003704,G5,V3P2,RSV_Historical_Sera_1,0.6956,25.01.23,
1759,85_6,RSV B N201T,2,0.0001235,G6,V3P2,RSV_Historical_Sera_1,0.827,25.01.23,
1760,85_6,RSV B N201T,2,4.115e-05,G7,V3P2,RSV_Historical_Sera_1,1.201,25.01.23,
1761,85_6,RSV B N201T,2,1.372e-05,G8,V3P2,RSV_Historical_Sera_1,1.049,25.01.23,
1762,85_6,RSV B N201T,2,4.572e-06,G9,V3P2,RSV_Historical_Sera_1,1.117,25.01.23,
1763,85_6,RSV B N201T,2,1.524e-06,G10,V3P2,RSV_Historical_Sera_1,0.9038,25.01.23,
1764,86_1,RSV B N201T,1,0.01,D2,V3P2,RSV_Historical_Sera_1,0.002211,25.01.23,
1765,86_1,RSV B N201T,1,0.003333,D3,V3P2,RSV_Historical_Sera_1,0.02797,25.01.23,
1766,86_1,RSV B N201T,1,0.001111,D4,V3P2,RSV_Historical_Sera_1,0.1915,25.01.23,
1767,86_1,RSV B N201T,1,0.0003704,D5,V3P2,RSV_Historical_Sera_1,0.68,25.01.23,
1768,86_1,RSV B N201T,1,0.0001235,D6,V3P2,RSV_Historical_Sera_1,0.9889,25.01.23,
1769,86_1,RSV B N201T,1,4.115e-05,D7,V3P2,RSV_Historical_Sera_1,1.06,25.01.23,
1770,86_1,RSV B N201T,1,1.372e-05,D8,V3P2,RSV_Historical_Sera_1,1.179,25.01.23,
1771,86_1,RSV B N201T,1,4.572e-06,D9,V3P2,RSV_Historical_Sera_1,1.164,25.01.23,
1772,86_1,RSV B N201T,1,1.524e-06,D10,V3P2,RSV_Historical_Sera_1,1.191,25.01.23,
1773,86_1,RSV B N201T,2,0.01,E2,V3P2,RSV_Historical_Sera_1,0.004028,25.01.23,
1774,86_1,RSV B N201T,2,0.003333,E3,V3P2,RSV_Historical_Sera_1,0.03339,25.01.23,
1775,86_1,RSV B N201T,2,0.001111,E4,V3P2,RSV_Historical_Sera_1,0.2542,25.01.23,
1776,86_1,RSV B N201T,2,0.0003704,E5,V3P2,RSV_Historical_Sera_1,0.5416,25.01.23,
1777,86_1,RSV B N201T,2,0.0001235,E6,V3P2,RSV_Historical_Sera_1,0.9819,25.01.23,
1778,86_1,RSV B N201T,2,4.115e-05,E7,V3P2,RSV_Historical_Sera_1,0.9694,25.01.23,
1779,86_1,RSV B N201T,2,1.372e-05,E8,V3P2,RSV_Historical_Sera_1,1.228,25.01.23,
1780,86_1,RSV B N201T,2,4.572e-06,E9,V3P2,RSV_Historical_Sera_1,1.198,25.01.23,
1781,86_1,RSV B N201T,2,1.524e-06,E10,V3P2,RSV_Historical_Sera_1,1.095,25.01.23,
1782,86_2,RSV B N201T,1,0.01,B2,V3P2,RSV_Historical_Sera_1,0.01022,25.01.23,
1783,86_2,RSV B N201T,1,0.003333,B3,V3P2,RSV_Historical_Sera_1,0.07495,25.01.23,
1784,86_2,RSV B N201T,1,0.001111,B4,V3P2,RSV_Historical_Sera_1,0.3949,25.01.23,
1785,86_2,RSV B N201T,1,0.0003704,B5,V3P2,RSV_Historical_Sera_1,0.934,25.01.23,
1786,86_2,RSV B N201T,1,0.0001235,B6,V3P2,RSV_Historical_Sera_1,1.153,25.01.23,
1787,86_2,RSV B N201T,1,4.115e-05,B7,V3P2,RSV_Historical_Sera_1,1.172,25.01.23,
1788,86_2,RSV B N201T,1,1.372e-05,B8,V3P2,RSV_Historical_Sera_1,1.233,25.01.23,
1789,86_2,RSV B N201T,1,4.572e-06,B9,V3P2,RSV_Historical_Sera_1,1.223,25.01.23,
1790,86_2,RSV B N201T,1,1.524e-06,B10,V3P2,RSV_Historical_Sera_1,1.066,25.01.23,
1791,86_2,RSV B N201T,2,0.01,C2,V3P2,RSV_Historical_Sera_1,0.006651,25.01.23,
1792,86_2,RSV B N201T,2,0.003333,C3,V3P2,RSV_Historical_Sera_1,0.08862,25.01.23,
1793,86_2,RSV B N201T,2,0.001111,C4,V3P2,RSV_Historical_Sera_1,0.4193,25.01.23,
1794,86_2,RSV B N201T,2,0.0003704,C5,V3P2,RSV_Historical_Sera_1,0.7703,25.01.23,
1795,86_2,RSV B N201T,2,0.0001235,C6,V3P2,RSV_Historical_Sera_1,1.195,25.01.23,
1796,86_2,RSV B N201T,2,4.115e-05,C7,V3P2,RSV_Historical_Sera_1,1.178,25.01.23,
1797,86_2,RSV B N201T,2,1.372e-05,C8,V3P2,RSV_Historical_Sera_1,1.229,25.01.23,
1798,86_2,RSV B N201T,2,4.572e-06,C9,V3P2,RSV_Historical_Sera_1,1.234,25.01.23,
1799,86_2,RSV B N201T,2,1.524e-06,C10,V3P2,RSV_Historical_Sera_1,1.208,25.01.23,
1800,86_4,RSV B N201T,1,0.01,F2,V3P3,RSV_Historical_Sera_1,0.003608,25.01.23,
1801,86_4,RSV B N201T,1,0.003333,F3,V3P3,RSV_Historical_Sera_1,0.005183,25.01.23,
1802,86_4,RSV B N201T,1,0.001111,F4,V3P3,RSV_Historical_Sera_1,0.1143,25.01.23,
1803,86_4,RSV B N201T,1,0.0003704,F5,V3P3,RSV_Historical_Sera_1,0.3467,25.01.23,
1804,86_4,RSV B N201T,1,0.0001235,F6,V3P3,RSV_Historical_Sera_1,0.8,25.01.23,
1805,86_4,RSV B N201T,1,4.115e-05,F7,V3P3,RSV_Historical_Sera_1,1.036,25.01.23,
1806,86_4,RSV B N201T,1,1.372e-05,F8,V3P3,RSV_Historical_Sera_1,1.067,25.01.23,
1807,86_4,RSV B N201T,1,4.572e-06,F9,V3P3,RSV_Historical_Sera_1,0.9361,25.01.23,
1808,86_4,RSV B N201T,1,1.524e-06,F10,V3P3,RSV_Historical_Sera_1,0.9127,25.01.23,
1809,86_4,RSV B N201T,2,0.01,G2,V3P3,RSV_Historical_Sera_1,0.003776,25.01.23,
1810,86_4,RSV B N201T,2,0.003333,G3,V3P3,RSV_Historical_Sera_1,0.01654,25.01.23,
1811,86_4,RSV B N201T,2,0.001111,G4,V3P3,RSV_Historical_Sera_1,0.09527,25.01.23,
1812,86_4,RSV B N201T,2,0.0003704,G5,V3P3,RSV_Historical_Sera_1,0.3283,25.01.23,
1813,86_4,RSV B N201T,2,0.0001235,G6,V3P3,RSV_Historical_Sera_1,0.6834,25.01.23,
1814,86_4,RSV B N201T,2,4.115e-05,G7,V3P3,RSV_Historical_Sera_1,0.8425,25.01.23,
1815,86_4,RSV B N201T,2,1.372e-05,G8,V3P3,RSV_Historical_Sera_1,0.9048,25.01.23,
1816,86_4,RSV B N201T,2,4.572e-06,G9,V3P3,RSV_Historical_Sera_1,0.9505,25.01.23,
1817,86_4,RSV B N201T,2,1.524e-06,G10,V3P3,RSV_Historical_Sera_1,0.8506,25.01.23,
1818,86_6,RSV B N201T,1,0.01,D2,V3P3,RSV_Historical_Sera_1,0.01017,25.01.23,
1819,86_6,RSV B N201T,1,0.003333,D3,V3P3,RSV_Historical_Sera_1,0.08762,25.01.23,
1820,86_6,RSV B N201T,1,0.001111,D4,V3P3,RSV_Historical_Sera_1,0.3424,25.01.23,
1821,86_6,RSV B N201T,1,0.0003704,D5,V3P3,RSV_Historical_Sera_1,0.6752,25.01.23,
1822,86_6,RSV B N201T,1,0.0001235,D6,V3P3,RSV_Historical_Sera_1,0.9469,25.01.23,
1823,86_6,RSV B N201T,1,4.115e-05,D7,V3P3,RSV_Historical_Sera_1,0.9536,25.01.23,
1824,86_6,RSV B N201T,1,1.372e-05,D8,V3P3,RSV_Historical_Sera_1,1.054,25.01.23,
1825,86_6,RSV B N201T,1,4.572e-06,D9,V3P3,RSV_Historical_Sera_1,0.9544,25.01.23,
1826,86_6,RSV B N201T,1,1.524e-06,D10,V3P3,RSV_Historical_Sera_1,1.101,25.01.23,
1827,86_6,RSV B N201T,2,0.01,E2,V3P3,RSV_Historical_Sera_1,0.006999,25.01.23,
1828,86_6,RSV B N201T,2,0.003333,E3,V3P3,RSV_Historical_Sera_1,0.05312,25.01.23,
1829,86_6,RSV B N201T,2,0.001111,E4,V3P3,RSV_Historical_Sera_1,0.3345,25.01.23,
1830,86_6,RSV B N201T,2,0.0003704,E5,V3P3,RSV_Historical_Sera_1,0.7265,25.01.23,
1831,86_6,RSV B N201T,2,0.0001235,E6,V3P3,RSV_Historical_Sera_1,0.9357,25.01.23,
1832,86_6,RSV B N201T,2,4.115e-05,E7,V3P3,RSV_Historical_Sera_1,0.9359,25.01.23,
1833,86_6,RSV B N201T,2,1.372e-05,E8,V3P3,RSV_Historical_Sera_1,0.9884,25.01.23,
1834,86_6,RSV B N201T,2,4.572e-06,E9,V3P3,RSV_Historical_Sera_1,1.126,25.01.23,
1835,86_6,RSV B N201T,2,1.524e-06,E10,V3P3,RSV_Historical_Sera_1,0.9287,25.01.23,
1836,85_3,RSV B N201T,1,0.01,B2,V3P3,RSV_Historical_Sera_1,0.002396,25.01.23,
1837,85_3,RSV B N201T,1,0.003333,B3,V3P3,RSV_Historical_Sera_1,0.004895,25.01.23,
1838,85_3,RSV B N201T,1,0.001111,B4,V3P3,RSV_Historical_Sera_1,0.03347,25.01.23,
1839,85_3,RSV B N201T,1,0.0003704,B5,V3P3,RSV_Historical_Sera_1,0.2234,25.01.23,
1840,85_3,RSV B N201T,1,0.0001235,B6,V3P3,RSV_Historical_Sera_1,0.5837,25.01.23,
1841,85_3,RSV B N201T,1,4.115e-05,B7,V3P3,RSV_Historical_Sera_1,0.8123,25.01.23,
1842,85_3,RSV B N201T,1,1.372e-05,B8,V3P3,RSV_Historical_Sera_1,0.9172,25.01.23,
1843,85_3,RSV B N201T,1,4.572e-06,B9,V3P3,RSV_Historical_Sera_1,0.957,25.01.23,
1844,85_3,RSV B N201T,1,1.524e-06,B10,V3P3,RSV_Historical_Sera_1,0.8885,25.01.23,
1845,85_3,RSV B N201T,2,0.01,C2,V3P3,RSV_Historical_Sera_1,0.004107,25.01.23,
1846,85_3,RSV B N201T,2,0.003333,C3,V3P3,RSV_Historical_Sera_1,0.003007,25.01.23,
1847,85_3,RSV B N201T,2,0.001111,C4,V3P3,RSV_Historical_Sera_1,0.0513,25.01.23,
1848,85_3,RSV B N201T,2,0.0003704,C5,V3P3,RSV_Historical_Sera_1,0.2583,25.01.23,
1849,85_3,RSV B N201T,2,0.0001235,C6,V3P3,RSV_Historical_Sera_1,0.5523,25.01.23,
1850,85_3,RSV B N201T,2,4.115e-05,C7,V3P3,RSV_Historical_Sera_1,0.9297,25.01.23,
1851,85_3,RSV B N201T,2,1.372e-05,C8,V3P3,RSV_Historical_Sera_1,1.104,25.01.23,
1852,85_3,RSV B N201T,2,4.572e-06,C9,V3P3,RSV_Historical_Sera_1,1.012,25.01.23,
1853,85_3,RSV B N201T,2,1.524e-06,C10,V3P3,RSV_Historical_Sera_1,0.9505,25.01.23,
1854,87_4,RSV B N201T,1,0.01,F2,V3P4,RSV_Historical_Sera_1,0.004056,25.01.23,
1855,87_4,RSV B N201T,1,0.003333,F3,V3P4,RSV_Historical_Sera_1,0.02218,25.01.23,
1856,87_4,RSV B N201T,1,0.001111,F4,V3P4,RSV_Historical_Sera_1,0.1317,25.01.23,
1857,87_4,RSV B N201T,1,0.0003704,F5,V3P4,RSV_Historical_Sera_1,0.5024,25.01.23,
1858,87_4,RSV B N201T,1,0.0001235,F6,V3P4,RSV_Historical_Sera_1,0.6965,25.01.23,
1859,87_4,RSV B N201T,1,4.115e-05,F7,V3P4,RSV_Historical_Sera_1,1.036,25.01.23,
1860,87_4,RSV B N201T,1,1.372e-05,F8,V3P4,RSV_Historical_Sera_1,1.065,25.01.23,
1861,87_4,RSV B N201T,1,4.572e-06,F9,V3P4,RSV_Historical_Sera_1,0.9786,25.01.23,
1862,87_4,RSV B N201T,1,1.524e-06,F10,V3P4,RSV_Historical_Sera_1,0.9983,25.01.23,
1863,87_4,RSV B N201T,2,0.01,G2,V3P4,RSV_Historical_Sera_1,0.007338,25.01.23,
1864,87_4,RSV B N201T,2,0.003333,G3,V3P4,RSV_Historical_Sera_1,0.009227,25.01.23,
1865,87_4,RSV B N201T,2,0.001111,G4,V3P4,RSV_Historical_Sera_1,0.1794,25.01.23,
1866,87_4,RSV B N201T,2,0.0003704,G5,V3P4,RSV_Historical_Sera_1,0.549,25.01.23,
1867,87_4,RSV B N201T,2,0.0001235,G6,V3P4,RSV_Historical_Sera_1,0.7987,25.01.23,
1868,87_4,RSV B N201T,2,4.115e-05,G7,V3P4,RSV_Historical_Sera_1,0.9217,25.01.23,
1869,87_4,RSV B N201T,2,1.372e-05,G8,V3P4,RSV_Historical_Sera_1,1.033,25.01.23,
1870,87_4,RSV B N201T,2,4.572e-06,G9,V3P4,RSV_Historical_Sera_1,0.9533,25.01.23,
1871,87_4,RSV B N201T,2,1.524e-06,G10,V3P4,RSV_Historical_Sera_1,0.9372,25.01.23,
1872,85_7,RSV B N201T,1,0.01,D2,V3P4,RSV_Historical_Sera_1,0.001681,25.01.23,
1873,85_7,RSV B N201T,1,0.003333,D3,V3P4,RSV_Historical_Sera_1,0.02521,25.01.23,
1874,85_7,RSV B N201T,1,0.001111,D4,V3P4,RSV_Historical_Sera_1,0.1004,25.01.23,
1875,85_7,RSV B N201T,1,0.0003704,D5,V3P4,RSV_Historical_Sera_1,0.3233,25.01.23,
1876,85_7,RSV B N201T,1,0.0001235,D6,V3P4,RSV_Historical_Sera_1,0.73,25.01.23,
1877,85_7,RSV B N201T,1,4.115e-05,D7,V3P4,RSV_Historical_Sera_1,0.9391,25.01.23,
1878,85_7,RSV B N201T,1,1.372e-05,D8,V3P4,RSV_Historical_Sera_1,1.145,25.01.23,
1879,85_7,RSV B N201T,1,4.572e-06,D9,V3P4,RSV_Historical_Sera_1,1.059,25.01.23,
1880,85_7,RSV B N201T,1,1.524e-06,D10,V3P4,RSV_Historical_Sera_1,0.9664,25.01.23,
1881,85_7,RSV B N201T,2,0.01,E2,V3P4,RSV_Historical_Sera_1,0.006762,25.01.23,
1882,85_7,RSV B N201T,2,0.003333,E3,V3P4,RSV_Historical_Sera_1,0.007885,25.01.23,
1883,85_7,RSV B N201T,2,0.001111,E4,V3P4,RSV_Historical_Sera_1,0.09728,25.01.23,
1884,85_7,RSV B N201T,2,0.0003704,E5,V3P4,RSV_Historical_Sera_1,0.363,25.01.23,
1885,85_7,RSV B N201T,2,0.0001235,E6,V3P4,RSV_Historical_Sera_1,0.5889,25.01.23,
1886,85_7,RSV B N201T,2,4.115e-05,E7,V3P4,RSV_Historical_Sera_1,1.042,25.01.23,
1887,85_7,RSV B N201T,2,1.372e-05,E8,V3P4,RSV_Historical_Sera_1,1.061,25.01.23,
1888,85_7,RSV B N201T,2,4.572e-06,E9,V3P4,RSV_Historical_Sera_1,0.9783,25.01.23,
1889,85_7,RSV B N201T,2,1.524e-06,E10,V3P4,RSV_Historical_Sera_1,1.052,25.01.23,
1890,85_8,RSV B N201T,1,0.01,B2,V3P4,RSV_Historical_Sera_1,0.001887,25.01.23,
1891,85_8,RSV B N201T,1,0.003333,B3,V3P4,RSV_Historical_Sera_1,0.006805,25.01.23,
1892,85_8,RSV B N201T,1,0.001111,B4,V3P4,RSV_Historical_Sera_1,0.1256,25.01.23,
1893,85_8,RSV B N201T,1,0.0003704,B5,V3P4,RSV_Historical_Sera_1,0.4063,25.01.23,
1894,85_8,RSV B N201T,1,0.0001235,B6,V3P4,RSV_Historical_Sera_1,0.9291,25.01.23,
1895,85_8,RSV B N201T,1,4.115e-05,B7,V3P4,RSV_Historical_Sera_1,0.9533,25.01.23,
1896,85_8,RSV B N201T,1,1.372e-05,B8,V3P4,RSV_Historical_Sera_1,1.072,25.01.23,
1897,85_8,RSV B N201T,1,4.572e-06,B9,V3P4,RSV_Historical_Sera_1,1.058,25.01.23,
1898,85_8,RSV B N201T,1,1.524e-06,B10,V3P4,RSV_Historical_Sera_1,0.99,25.01.23,
1899,85_8,RSV B N201T,2,0.01,C2,V3P4,RSV_Historical_Sera_1,0.002342,25.01.23,
1900,85_8,RSV B N201T,2,0.003333,C3,V3P4,RSV_Historical_Sera_1,0.02605,25.01.23,
1901,85_8,RSV B N201T,2,0.001111,C4,V3P4,RSV_Historical_Sera_1,0.1475,25.01.23,
1902,85_8,RSV B N201T,2,0.0003704,C5,V3P4,RSV_Historical_Sera_1,0.4441,25.01.23,
1903,85_8,RSV B N201T,2,0.0001235,C6,V3P4,RSV_Historical_Sera_1,0.8301,25.01.23,
1904,85_8,RSV B N201T,2,4.115e-05,C7,V3P4,RSV_Historical_Sera_1,0.9874,25.01.23,
1905,85_8,RSV B N201T,2,1.372e-05,C8,V3P4,RSV_Historical_Sera_1,1.113,25.01.23,
1906,85_8,RSV B N201T,2,4.572e-06,C9,V3P4,RSV_Historical_Sera_1,0.9588,25.01.23,
1907,85_8,RSV B N201T,2,1.524e-06,C10,V3P4,RSV_Historical_Sera_1,0.9305,25.01.23,
1908,86_7,RSV B N201T,1,0.01,F2,V3P5,RSV_Historical_Sera_1,0.004713,25.01.23,
1909,86_7,RSV B N201T,1,0.003333,F3,V3P5,RSV_Historical_Sera_1,0.02958,25.01.23,
1910,86_7,RSV B N201T,1,0.001111,F4,V3P5,RSV_Historical_Sera_1,0.2182,25.01.23,
1911,86_7,RSV B N201T,1,0.0003704,F5,V3P5,RSV_Historical_Sera_1,0.6018,25.01.23,
1912,86_7,RSV B N201T,1,0.0001235,F6,V3P5,RSV_Historical_Sera_1,0.9559,25.01.23,
1913,86_7,RSV B N201T,1,4.115e-05,F7,V3P5,RSV_Historical_Sera_1,1.015,25.01.23,
1914,86_7,RSV B N201T,1,1.372e-05,F8,V3P5,RSV_Historical_Sera_1,1.168,25.01.23,
1915,86_7,RSV B N201T,1,4.572e-06,F9,V3P5,RSV_Historical_Sera_1,0.9285,25.01.23,
1916,86_7,RSV B N201T,1,1.524e-06,F10,V3P5,RSV_Historical_Sera_1,1.087,25.01.23,
1917,86_7,RSV B N201T,2,0.01,G2,V3P5,RSV_Historical_Sera_1,0.004164,25.01.23,
1918,86_7,RSV B N201T,2,0.003333,G3,V3P5,RSV_Historical_Sera_1,0.04572,25.01.23,
1919,86_7,RSV B N201T,2,0.001111,G4,V3P5,RSV_Historical_Sera_1,0.2626,25.01.23,
1920,86_7,RSV B N201T,2,0.0003704,G5,V3P5,RSV_Historical_Sera_1,0.5976,25.01.23,
1921,86_7,RSV B N201T,2,0.0001235,G6,V3P5,RSV_Historical_Sera_1,0.9429,25.01.23,
1922,86_7,RSV B N201T,2,4.115e-05,G7,V3P5,RSV_Historical_Sera_1,0.9462,25.01.23,
1923,86_7,RSV B N201T,2,1.372e-05,G8,V3P5,RSV_Historical_Sera_1,1.079,25.01.23,
1924,86_7,RSV B N201T,2,4.572e-06,G9,V3P5,RSV_Historical_Sera_1,0.9821,25.01.23,
1925,86_7,RSV B N201T,2,1.524e-06,G10,V3P5,RSV_Historical_Sera_1,1.026,25.01.23,
1926,86_8,RSV B N201T,1,0.01,D2,V3P5,RSV_Historical_Sera_1,0.0111,25.01.23,
1927,86_8,RSV B N201T,1,0.003333,D3,V3P5,RSV_Historical_Sera_1,0.122,25.01.23,
1928,86_8,RSV B N201T,1,0.001111,D4,V3P5,RSV_Historical_Sera_1,0.3642,25.01.23,
1929,86_8,RSV B N201T,1,0.0003704,D5,V3P5,RSV_Historical_Sera_1,0.6505,25.01.23,
1930,86_8,RSV B N201T,1,0.0001235,D6,V3P5,RSV_Historical_Sera_1,0.9936,25.01.23,
1931,86_8,RSV B N201T,1,4.115e-05,D7,V3P5,RSV_Historical_Sera_1,0.9973,25.01.23,
1932,86_8,RSV B N201T,1,1.372e-05,D8,V3P5,RSV_Historical_Sera_1,1.142,25.01.23,
1933,86_8,RSV B N201T,1,4.572e-06,D9,V3P5,RSV_Historical_Sera_1,1.147,25.01.23,
1934,86_8,RSV B N201T,1,1.524e-06,D10,V3P5,RSV_Historical_Sera_1,0.8602,25.01.23,
1935,86_8,RSV B N201T,2,0.01,E2,V3P5,RSV_Historical_Sera_1,0.025,25.01.23,
1936,86_8,RSV B N201T,2,0.003333,E3,V3P5,RSV_Historical_Sera_1,0.1271,25.01.23,
