,serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
7851,Greninger2,RSV A2,1,0.0009259,D5,G1,Greninger_2,0.007117,24.11.01_RSVNeut_Greninger_depletedsera,
7852,Greninger2,RSV A2,1,0.0003086,D6,G1,Greninger_2,0.3114,24.11.01_RSVNeut_Greninger_depletedsera,
7853,Greninger2,RSV A2,1,0.0001029,D7,G1,Greninger_2,0.5708,24.11.01_RSVNeut_Greninger_depletedsera,
7854,Greninger2,RSV A2,1,3.429e-05,D8,G1,Greninger_2,0.8098,24.11.01_RSVNeut_Greninger_depletedsera,
7855,Greninger2,RSV A2,1,1.143e-05,D9,G1,Greninger_2,0.9796,24.11.01_RSVNeut_Greninger_depletedsera,
7856,Greninger2,RSV A2,1,3.81e-06,D10,G1,Greninger_2,1.032,24.11.01_RSVNeut_Greninger_depletedsera,
7857,Greninger2,RSV A2,2,0.025,E2,G1,Greninger_2,0.0001571,24.11.01_RSVNeut_Greninger_depletedsera,
7858,Greninger2,RSV A2,2,0.008333,E3,G1,Greninger_2,0.0002556,24.11.01_RSVNeut_Greninger_depletedsera,
7859,Greninger2,RSV A2,2,0.002778,E4,G1,Greninger_2,0.001139,24.11.01_RSVNeut_Greninger_depletedsera,
7860,Greninger2,RSV A2,2,0.0009259,E5,G1,Greninger_2,0.01988,24.11.01_RSVNeut_Greninger_depletedsera,
7861,Greninger2,RSV A2,2,0.0003086,E6,G1,Greninger_2,0.2301,24.11.01_RSVNeut_Greninger_depletedsera,
7862,Greninger2,RSV A2,2,0.0001029,E7,G1,Greninger_2,0.6302,24.11.01_RSVNeut_Greninger_depletedsera,
7863,Greninger2,RSV A2,2,3.429e-05,E8,G1,Greninger_2,0.719,24.11.01_RSVNeut_Greninger_depletedsera,
7864,Greninger2,RSV A2,2,1.143e-05,E9,G1,Greninger_2,0.9594,24.11.01_RSVNeut_Greninger_depletedsera,
7865,Greninger2,RSV A2,2,3.81e-06,E10,G1,Greninger_2,1.06,24.11.01_RSVNeut_Greninger_depletedsera,
7866,Greninger3,RSV A2,1,0.025,B2,G1,Greninger_2,0.0001823,24.11.01_RSVNeut_Greninger_depletedsera,
7867,Greninger3,RSV A2,1,0.008333,B3,G1,Greninger_2,0.0006543,24.11.01_RSVNeut_Greninger_depletedsera,
7868,Greninger3,RSV A2,1,0.002778,B4,G1,Greninger_2,0.01836,24.11.01_RSVNeut_Greninger_depletedsera,
7869,Greninger3,RSV A2,1,0.0009259,B5,G1,Greninger_2,0.2079,24.11.01_RSVNeut_Greninger_depletedsera,
7870,Greninger3,RSV A2,1,0.0003086,B6,G1,Greninger_2,0.5053,24.11.01_RSVNeut_Greninger_depletedsera,
7871,Greninger3,RSV A2,1,0.0001029,B7,G1,Greninger_2,0.7193,24.11.01_RSVNeut_Greninger_depletedsera,
7872,Greninger3,RSV A2,1,3.429e-05,B8,G1,Greninger_2,0.9519,24.11.01_RSVNeut_Greninger_depletedsera,
7873,Greninger3,RSV A2,1,1.143e-05,B9,G1,Greninger_2,1.012,24.11.01_RSVNeut_Greninger_depletedsera,
7874,Greninger3,RSV A2,1,3.81e-06,B10,G1,Greninger_2,0.9609,24.11.01_RSVNeut_Greninger_depletedsera,
7875,Greninger3,RSV A2,2,0.025,C2,G1,Greninger_2,0.0001976,24.11.01_RSVNeut_Greninger_depletedsera,
7876,Greninger3,RSV A2,2,0.008333,C3,G1,Greninger_2,0.0003339,24.11.01_RSVNeut_Greninger_depletedsera,
7877,Greninger3,RSV A2,2,0.002778,C4,G1,Greninger_2,0.02456,24.11.01_RSVNeut_Greninger_depletedsera,
7878,Greninger3,RSV A2,2,0.0009259,C5,G1,Greninger_2,0.1993,24.11.01_RSVNeut_Greninger_depletedsera,
7879,Greninger3,RSV A2,2,0.0003086,C6,G1,Greninger_2,0.5167,24.11.01_RSVNeut_Greninger_depletedsera,
7880,Greninger3,RSV A2,2,0.0001029,C7,G1,Greninger_2,0.8472,24.11.01_RSVNeut_Greninger_depletedsera,
7881,Greninger3,RSV A2,2,3.429e-05,C8,G1,Greninger_2,0.9093,24.11.01_RSVNeut_Greninger_depletedsera,
7882,Greninger3,RSV A2,2,1.143e-05,C9,G1,Greninger_2,1.165,24.11.01_RSVNeut_Greninger_depletedsera,
7883,Greninger3,RSV A2,2,3.81e-06,C10,G1,Greninger_2,1.074,24.11.01_RSVNeut_Greninger_depletedsera,
7884,Greninger4,RSV A2,1,0.025,F2,G2,Greninger_2,0.0002344,24.11.01_RSVNeut_Greninger_depletedsera,
7885,Greninger4,RSV A2,1,0.008333,F3,G2,Greninger_2,0.0003919,24.11.01_RSVNeut_Greninger_depletedsera,
7886,Greninger4,RSV A2,1,0.002778,F4,G2,Greninger_2,0.01229,24.11.01_RSVNeut_Greninger_depletedsera,
7887,Greninger4,RSV A2,1,0.0009259,F5,G2,Greninger_2,0.1404,24.11.01_RSVNeut_Greninger_depletedsera,
7888,Greninger4,RSV A2,1,0.0003086,F6,G2,Greninger_2,0.5617,24.11.01_RSVNeut_Greninger_depletedsera,
7889,Greninger4,RSV A2,1,0.0001029,F7,G2,Greninger_2,0.8245,24.11.01_RSVNeut_Greninger_depletedsera,
7890,Greninger4,RSV A2,1,3.429e-05,F8,G2,Greninger_2,0.97,24.11.01_RSVNeut_Greninger_depletedsera,
7891,Greninger4,RSV A2,1,1.143e-05,F9,G2,Greninger_2,1.078,24.11.01_RSVNeut_Greninger_depletedsera,
7892,Greninger4,RSV A2,1,3.81e-06,F10,G2,Greninger_2,1.281,24.11.01_RSVNeut_Greninger_depletedsera,
7893,Greninger4,RSV A2,2,0.025,G2,G2,Greninger_2,0.0001774,24.11.01_RSVNeut_Greninger_depletedsera,
7894,Greninger4,RSV A2,2,0.008333,G3,G2,Greninger_2,0.0004369,24.11.01_RSVNeut_Greninger_depletedsera,
7895,Greninger4,RSV A2,2,0.002778,G4,G2,Greninger_2,0.03708,24.11.01_RSVNeut_Greninger_depletedsera,
7896,Greninger4,RSV A2,2,0.0009259,G5,G2,Greninger_2,0.121,24.11.01_RSVNeut_Greninger_depletedsera,
7897,Greninger4,RSV A2,2,0.0003086,G6,G2,Greninger_2,0.6149,24.11.01_RSVNeut_Greninger_depletedsera,
7898,Greninger4,RSV A2,2,0.0001029,G7,G2,Greninger_2,0.8733,24.11.01_RSVNeut_Greninger_depletedsera,
7899,Greninger4,RSV A2,2,3.429e-05,G8,G2,Greninger_2,1.081,24.11.01_RSVNeut_Greninger_depletedsera,
7900,Greninger4,RSV A2,2,1.143e-05,G9,G2,Greninger_2,0.9315,24.11.01_RSVNeut_Greninger_depletedsera,
7901,Greninger4,RSV A2,2,3.81e-06,G10,G2,Greninger_2,0.9293,24.11.01_RSVNeut_Greninger_depletedsera,
7902,Greninger5,RSV A2,1,0.025,D2,G2,Greninger_2,0.0001849,24.11.01_RSVNeut_Greninger_depletedsera,
7903,Greninger5,RSV A2,1,0.008333,D3,G2,Greninger_2,0.0006497,24.11.01_RSVNeut_Greninger_depletedsera,
7904,Greninger5,RSV A2,1,0.002778,D4,G2,Greninger_2,0.03174,24.11.01_RSVNeut_Greninger_depletedsera,
7905,Greninger5,RSV A2,1,0.0009259,D5,G2,Greninger_2,0.3171,24.11.01_RSVNeut_Greninger_depletedsera,
7906,Greninger5,RSV A2,1,0.0003086,D6,G2,Greninger_2,0.5619,24.11.01_RSVNeut_Greninger_depletedsera,
7907,Greninger5,RSV A2,1,0.0001029,D7,G2,Greninger_2,0.8747,24.11.01_RSVNeut_Greninger_depletedsera,
7908,Greninger5,RSV A2,1,3.429e-05,D8,G2,Greninger_2,0.9518,24.11.01_RSVNeut_Greninger_depletedsera,
7909,Greninger5,RSV A2,1,1.143e-05,D9,G2,Greninger_2,1.207,24.11.01_RSVNeut_Greninger_depletedsera,
7910,Greninger5,RSV A2,1,3.81e-06,D10,G2,Greninger_2,1.097,24.11.01_RSVNeut_Greninger_depletedsera,
7911,Greninger5,RSV A2,2,0.025,E2,G2,Greninger_2,0.0002429,24.11.01_RSVNeut_Greninger_depletedsera,
7912,Greninger5,RSV A2,2,0.008333,E3,G2,Greninger_2,0.006453,24.11.01_RSVNeut_Greninger_depletedsera,
7913,Greninger5,RSV A2,2,0.002778,E4,G2,Greninger_2,0.04211,24.11.01_RSVNeut_Greninger_depletedsera,
7914,Greninger5,RSV A2,2,0.0009259,E5,G2,Greninger_2,0.3606,24.11.01_RSVNeut_Greninger_depletedsera,
7915,Greninger5,RSV A2,2,0.0003086,E6,G2,Greninger_2,0.5176,24.11.01_RSVNeut_Greninger_depletedsera,
7916,Greninger5,RSV A2,2,0.0001029,E7,G2,Greninger_2,0.8471,24.11.01_RSVNeut_Greninger_depletedsera,
7917,Greninger5,RSV A2,2,3.429e-05,E8,G2,Greninger_2,1.017,24.11.01_RSVNeut_Greninger_depletedsera,
7918,Greninger5,RSV A2,2,1.143e-05,E9,G2,Greninger_2,1.015,24.11.01_RSVNeut_Greninger_depletedsera,
7919,Greninger5,RSV A2,2,3.81e-06,E10,G2,Greninger_2,1.075,24.11.01_RSVNeut_Greninger_depletedsera,
7920,Greninger6,RSV A2,1,0.025,B2,G2,Greninger_2,0.0002693,24.11.01_RSVNeut_Greninger_depletedsera,
7921,Greninger6,RSV A2,1,0.008333,B3,G2,Greninger_2,0.004374,24.11.01_RSVNeut_Greninger_depletedsera,
7922,Greninger6,RSV A2,1,0.002778,B4,G2,Greninger_2,0.08522,24.11.01_RSVNeut_Greninger_depletedsera,
7923,Greninger6,RSV A2,1,0.0009259,B5,G2,Greninger_2,0.3278,24.11.01_RSVNeut_Greninger_depletedsera,
7924,Greninger6,RSV A2,1,0.0003086,B6,G2,Greninger_2,0.5937,24.11.01_RSVNeut_Greninger_depletedsera,
7925,Greninger6,RSV A2,1,0.0001029,B7,G2,Greninger_2,0.6843,24.11.01_RSVNeut_Greninger_depletedsera,
7926,Greninger6,RSV A2,1,3.429e-05,B8,G2,Greninger_2,0.9831,24.11.01_RSVNeut_Greninger_depletedsera,
7927,Greninger6,RSV A2,1,1.143e-05,B9,G2,Greninger_2,0.9846,24.11.01_RSVNeut_Greninger_depletedsera,
7928,Greninger6,RSV A2,1,3.81e-06,B10,G2,Greninger_2,0.9468,24.11.01_RSVNeut_Greninger_depletedsera,
7929,Greninger6,RSV A2,2,0.025,C2,G2,Greninger_2,0.0002679,24.11.01_RSVNeut_Greninger_depletedsera,
7930,Greninger6,RSV A2,2,0.008333,C3,G2,Greninger_2,0.0007656,24.11.01_RSVNeut_Greninger_depletedsera,
7931,Greninger6,RSV A2,2,0.002778,C4,G2,Greninger_2,0.1012,24.11.01_RSVNeut_Greninger_depletedsera,
7932,Greninger6,RSV A2,2,0.0009259,C5,G2,Greninger_2,0.3665,24.11.01_RSVNeut_Greninger_depletedsera,
7933,Greninger6,RSV A2,2,0.0003086,C6,G2,Greninger_2,0.618,24.11.01_RSVNeut_Greninger_depletedsera,
7934,Greninger6,RSV A2,2,0.0001029,C7,G2,Greninger_2,0.8129,24.11.01_RSVNeut_Greninger_depletedsera,
7935,Greninger6,RSV A2,2,3.429e-05,C8,G2,Greninger_2,0.8289,24.11.01_RSVNeut_Greninger_depletedsera,
7936,Greninger6,RSV A2,2,1.143e-05,C9,G2,Greninger_2,1.127,24.11.01_RSVNeut_Greninger_depletedsera,
7937,Greninger6,RSV A2,2,3.81e-06,C10,G2,Greninger_2,1.07,24.11.01_RSVNeut_Greninger_depletedsera,
7938,Greninger7,RSV A2,1,0.025,F2,G3,Greninger_2,0.02017,24.11.01_RSVNeut_Greninger_depletedsera,
7939,Greninger7,RSV A2,1,0.008333,F3,G3,Greninger_2,0.1588,24.11.01_RSVNeut_Greninger_depletedsera,
7940,Greninger7,RSV A2,1,0.002778,F4,G3,Greninger_2,0.4181,24.11.01_RSVNeut_Greninger_depletedsera,
7941,Greninger7,RSV A2,1,0.0009259,F5,G3,Greninger_2,0.7608,24.11.01_RSVNeut_Greninger_depletedsera,
7942,Greninger7,RSV A2,1,0.0003086,F6,G3,Greninger_2,0.859,24.11.01_RSVNeut_Greninger_depletedsera,
7943,Greninger7,RSV A2,1,0.0001029,F7,G3,Greninger_2,0.9434,24.11.01_RSVNeut_Greninger_depletedsera,
7944,Greninger7,RSV A2,1,3.429e-05,F8,G3,Greninger_2,0.8854,24.11.01_RSVNeut_Greninger_depletedsera,
7945,Greninger7,RSV A2,1,1.143e-05,F9,G3,Greninger_2,0.9052,24.11.01_RSVNeut_Greninger_depletedsera,
7946,Greninger7,RSV A2,1,3.81e-06,F10,G3,Greninger_2,0.9243,24.11.01_RSVNeut_Greninger_depletedsera,
7947,Greninger7,RSV A2,2,0.025,G2,G3,Greninger_2,0.00303,24.11.01_RSVNeut_Greninger_depletedsera,
7948,Greninger7,RSV A2,2,0.008333,G3,G3,Greninger_2,0.176,24.11.01_RSVNeut_Greninger_depletedsera,
7949,Greninger7,RSV A2,2,0.002778,G4,G3,Greninger_2,0.4946,24.11.01_RSVNeut_Greninger_depletedsera,
7950,Greninger7,RSV A2,2,0.0009259,G5,G3,Greninger_2,0.7292,24.11.01_RSVNeut_Greninger_depletedsera,
7951,Greninger7,RSV A2,2,0.0003086,G6,G3,Greninger_2,0.8861,24.11.01_RSVNeut_Greninger_depletedsera,
7952,Greninger7,RSV A2,2,0.0001029,G7,G3,Greninger_2,1.163,24.11.01_RSVNeut_Greninger_depletedsera,
7953,Greninger7,RSV A2,2,3.429e-05,G8,G3,Greninger_2,1.05,24.11.01_RSVNeut_Greninger_depletedsera,
7954,Greninger7,RSV A2,2,1.143e-05,G9,G3,Greninger_2,0.9645,24.11.01_RSVNeut_Greninger_depletedsera,
7955,Greninger7,RSV A2,2,3.81e-06,G10,G3,Greninger_2,0.95,24.11.01_RSVNeut_Greninger_depletedsera,
7956,Greninger8,RSV A2,1,0.025,D2,G3,Greninger_2,0.04365,24.11.01_RSVNeut_Greninger_depletedsera,
7957,Greninger8,RSV A2,1,0.008333,D3,G3,Greninger_2,0.1616,24.11.01_RSVNeut_Greninger_depletedsera,
7958,Greninger8,RSV A2,1,0.002778,D4,G3,Greninger_2,0.4665,24.11.01_RSVNeut_Greninger_depletedsera,
7959,Greninger8,RSV A2,1,0.0009259,D5,G3,Greninger_2,0.6744,24.11.01_RSVNeut_Greninger_depletedsera,
7960,Greninger8,RSV A2,1,0.0003086,D6,G3,Greninger_2,0.8366,24.11.01_RSVNeut_Greninger_depletedsera,
7961,Greninger8,RSV A2,1,0.0001029,D7,G3,Greninger_2,0.9118,24.11.01_RSVNeut_Greninger_depletedsera,
7962,Greninger8,RSV A2,1,3.429e-05,D8,G3,Greninger_2,1.106,24.11.01_RSVNeut_Greninger_depletedsera,
7963,Greninger8,RSV A2,1,1.143e-05,D9,G3,Greninger_2,1.046,24.11.01_RSVNeut_Greninger_depletedsera,
7964,Greninger8,RSV A2,1,3.81e-06,D10,G3,Greninger_2,0.9757,24.11.01_RSVNeut_Greninger_depletedsera,
7965,Greninger8,RSV A2,2,0.025,E2,G3,Greninger_2,0.0581,24.11.01_RSVNeut_Greninger_depletedsera,
7966,Greninger8,RSV A2,2,0.008333,E3,G3,Greninger_2,0.1982,24.11.01_RSVNeut_Greninger_depletedsera,
7967,Greninger8,RSV A2,2,0.002778,E4,G3,Greninger_2,0.4862,24.11.01_RSVNeut_Greninger_depletedsera,
7968,Greninger8,RSV A2,2,0.0009259,E5,G3,Greninger_2,0.7292,24.11.01_RSVNeut_Greninger_depletedsera,
7969,Greninger8,RSV A2,2,0.0003086,E6,G3,Greninger_2,0.9315,24.11.01_RSVNeut_Greninger_depletedsera,
7970,Greninger8,RSV A2,2,0.0001029,E7,G3,Greninger_2,0.8992,24.11.01_RSVNeut_Greninger_depletedsera,
7971,Greninger8,RSV A2,2,3.429e-05,E8,G3,Greninger_2,1.04,24.11.01_RSVNeut_Greninger_depletedsera,
7972,Greninger8,RSV A2,2,1.143e-05,E9,G3,Greninger_2,1.127,24.11.01_RSVNeut_Greninger_depletedsera,
7973,Greninger8,RSV A2,2,3.81e-06,E10,G3,Greninger_2,0.9612,24.11.01_RSVNeut_Greninger_depletedsera,
7974,Greninger9,RSV A2,1,0.025,B2,G3,Greninger_2,0.1092,24.11.01_RSVNeut_Greninger_depletedsera,
7975,Greninger9,RSV A2,1,0.008333,B3,G3,Greninger_2,0.347,24.11.01_RSVNeut_Greninger_depletedsera,
7976,Greninger9,RSV A2,1,0.002778,B4,G3,Greninger_2,0.7661,24.11.01_RSVNeut_Greninger_depletedsera,
7977,Greninger9,RSV A2,1,0.0009259,B5,G3,Greninger_2,0.8847,24.11.01_RSVNeut_Greninger_depletedsera,
7978,Greninger9,RSV A2,1,0.0003086,B6,G3,Greninger_2,0.8083,24.11.01_RSVNeut_Greninger_depletedsera,
7979,Greninger9,RSV A2,1,0.0001029,B7,G3,Greninger_2,1.133,24.11.01_RSVNeut_Greninger_depletedsera,
7980,Greninger9,RSV A2,1,3.429e-05,B8,G3,Greninger_2,0.8505,24.11.01_RSVNeut_Greninger_depletedsera,
7981,Greninger9,RSV A2,1,1.143e-05,B9,G3,Greninger_2,1.199,24.11.01_RSVNeut_Greninger_depletedsera,
7982,Greninger9,RSV A2,1,3.81e-06,B10,G3,Greninger_2,1.017,24.11.01_RSVNeut_Greninger_depletedsera,
7983,Greninger9,RSV A2,2,0.025,C2,G3,Greninger_2,0.1326,24.11.01_RSVNeut_Greninger_depletedsera,
7984,Greninger9,RSV A2,2,0.008333,C3,G3,Greninger_2,0.426,24.11.01_RSVNeut_Greninger_depletedsera,
7985,Greninger9,RSV A2,2,0.002778,C4,G3,Greninger_2,0.8135,24.11.01_RSVNeut_Greninger_depletedsera,
7986,Greninger9,RSV A2,2,0.0009259,C5,G3,Greninger_2,0.9671,24.11.01_RSVNeut_Greninger_depletedsera,
7987,Greninger9,RSV A2,2,0.0003086,C6,G3,Greninger_2,1.095,24.11.01_RSVNeut_Greninger_depletedsera,
7988,Greninger9,RSV A2,2,0.0001029,C7,G3,Greninger_2,0.9025,24.11.01_RSVNeut_Greninger_depletedsera,
7989,Greninger9,RSV A2,2,3.429e-05,C8,G3,Greninger_2,1.15,24.11.01_RSVNeut_Greninger_depletedsera,
7990,Greninger9,RSV A2,2,1.143e-05,C9,G3,Greninger_2,0.9988,24.11.01_RSVNeut_Greninger_depletedsera,
7991,Greninger9,RSV A2,2,3.81e-06,C10,G3,Greninger_2,0.9678,24.11.01_RSVNeut_Greninger_depletedsera,
7992,Greninger10,RSV A2,1,0.025,F2,G4,Greninger_2,0.0001407,24.11.01_RSVNeut_Greninger_depletedsera,
7993,Greninger10,RSV A2,1,0.008333,F3,G4,Greninger_2,0.0001338,24.11.01_RSVNeut_Greninger_depletedsera,
7994,Greninger10,RSV A2,1,0.002778,F4,G4,Greninger_2,0.0001658,24.11.01_RSVNeut_Greninger_depletedsera,
7995,Greninger10,RSV A2,1,0.0009259,F5,G4,Greninger_2,0.000507,24.11.01_RSVNeut_Greninger_depletedsera,
7996,Greninger10,RSV A2,1,0.0003086,F6,G4,Greninger_2,0.01338,24.11.01_RSVNeut_Greninger_depletedsera,
7997,Greninger10,RSV A2,1,0.0001029,F7,G4,Greninger_2,0.0912,24.11.01_RSVNeut_Greninger_depletedsera,
7998,Greninger10,RSV A2,1,3.429e-05,F8,G4,Greninger_2,0.253,24.11.01_RSVNeut_Greninger_depletedsera,
7999,Greninger10,RSV A2,1,1.143e-05,F9,G4,Greninger_2,0.6228,24.11.01_RSVNeut_Greninger_depletedsera,
8000,Greninger10,RSV A2,1,3.81e-06,F10,G4,Greninger_2,0.6987,24.11.01_RSVNeut_Greninger_depletedsera,
8001,Greninger10,RSV A2,2,0.025,G2,G4,Greninger_2,0.0001111,24.11.01_RSVNeut_Greninger_depletedsera,
8002,Greninger10,RSV A2,2,0.008333,G3,G4,Greninger_2,0.0001262,24.11.01_RSVNeut_Greninger_depletedsera,
8003,Greninger10,RSV A2,2,0.002778,G4,G4,Greninger_2,0.0001509,24.11.01_RSVNeut_Greninger_depletedsera,
8004,Greninger10,RSV A2,2,0.0009259,G5,G4,Greninger_2,0.0002508,24.11.01_RSVNeut_Greninger_depletedsera,
8005,Greninger10,RSV A2,2,0.0003086,G6,G4,Greninger_2,0.01525,24.11.01_RSVNeut_Greninger_depletedsera,
8006,Greninger10,RSV A2,2,0.0001029,G7,G4,Greninger_2,0.08343,24.11.01_RSVNeut_Greninger_depletedsera,
8007,Greninger10,RSV A2,2,3.429e-05,G8,G4,Greninger_2,0.3504,24.11.01_RSVNeut_Greninger_depletedsera,
8008,Greninger10,RSV A2,2,1.143e-05,G9,G4,Greninger_2,0.6523,24.11.01_RSVNeut_Greninger_depletedsera,
8009,Greninger10,RSV A2,2,3.81e-06,G10,G4,Greninger_2,0.8957,24.11.01_RSVNeut_Greninger_depletedsera,
8010,Greninger11,RSV A2,1,0.025,D2,G4,Greninger_2,0.0001653,24.11.01_RSVNeut_Greninger_depletedsera,
8011,Greninger11,RSV A2,1,0.008333,D3,G4,Greninger_2,0.0003127,24.11.01_RSVNeut_Greninger_depletedsera,
8012,Greninger11,RSV A2,1,0.002778,D4,G4,Greninger_2,0.0007987,24.11.01_RSVNeut_Greninger_depletedsera,
8013,Greninger11,RSV A2,1,0.0009259,D5,G4,Greninger_2,0.007963,24.11.01_RSVNeut_Greninger_depletedsera,
8014,Greninger11,RSV A2,1,0.0003086,D6,G4,Greninger_2,0.08264,24.11.01_RSVNeut_Greninger_depletedsera,
8015,Greninger11,RSV A2,1,0.0001029,D7,G4,Greninger_2,0.2833,24.11.01_RSVNeut_Greninger_depletedsera,
8016,Greninger11,RSV A2,1,3.429e-05,D8,G4,Greninger_2,0.603,24.11.01_RSVNeut_Greninger_depletedsera,
8017,Greninger11,RSV A2,1,1.143e-05,D9,G4,Greninger_2,0.5814,24.11.01_RSVNeut_Greninger_depletedsera,
8018,Greninger11,RSV A2,1,3.81e-06,D10,G4,Greninger_2,0.8198,24.11.01_RSVNeut_Greninger_depletedsera,
8019,Greninger11,RSV A2,2,0.025,E2,G4,Greninger_2,0.0001786,24.11.01_RSVNeut_Greninger_depletedsera,
8020,Greninger11,RSV A2,2,0.008333,E3,G4,Greninger_2,0.0001133,24.11.01_RSVNeut_Greninger_depletedsera,
8021,Greninger11,RSV A2,2,0.002778,E4,G4,Greninger_2,0.0002398,24.11.01_RSVNeut_Greninger_depletedsera,
8022,Greninger11,RSV A2,2,0.0009259,E5,G4,Greninger_2,0.004716,24.11.01_RSVNeut_Greninger_depletedsera,
8023,Greninger11,RSV A2,2,0.0003086,E6,G4,Greninger_2,0.09505,24.11.01_RSVNeut_Greninger_depletedsera,
8024,Greninger11,RSV A2,2,0.0001029,E7,G4,Greninger_2,0.2636,24.11.01_RSVNeut_Greninger_depletedsera,
8025,Greninger11,RSV A2,2,3.429e-05,E8,G4,Greninger_2,0.4305,24.11.01_RSVNeut_Greninger_depletedsera,
8026,Greninger11,RSV A2,2,1.143e-05,E9,G4,Greninger_2,0.7668,24.11.01_RSVNeut_Greninger_depletedsera,
8027,Greninger11,RSV A2,2,3.81e-06,E10,G4,Greninger_2,0.7276,24.11.01_RSVNeut_Greninger_depletedsera,
8028,Greninger12,RSV A2,1,0.025,B2,G4,Greninger_2,0.0002618,24.11.01_RSVNeut_Greninger_depletedsera,
8029,Greninger12,RSV A2,1,0.008333,B3,G4,Greninger_2,0.01231,24.11.01_RSVNeut_Greninger_depletedsera,
8030,Greninger12,RSV A2,1,0.002778,B4,G4,Greninger_2,0.1358,24.11.01_RSVNeut_Greninger_depletedsera,
8031,Greninger12,RSV A2,1,0.0009259,B5,G4,Greninger_2,0.422,24.11.01_RSVNeut_Greninger_depletedsera,
8032,Greninger12,RSV A2,1,0.0003086,B6,G4,Greninger_2,0.5848,24.11.01_RSVNeut_Greninger_depletedsera,
8033,Greninger12,RSV A2,1,0.0001029,B7,G4,Greninger_2,0.7921,24.11.01_RSVNeut_Greninger_depletedsera,
8034,Greninger12,RSV A2,1,3.429e-05,B8,G4,Greninger_2,0.7843,24.11.01_RSVNeut_Greninger_depletedsera,
8035,Greninger12,RSV A2,1,1.143e-05,B9,G4,Greninger_2,0.874,24.11.01_RSVNeut_Greninger_depletedsera,
8036,Greninger12,RSV A2,1,3.81e-06,B10,G4,Greninger_2,0.824,24.11.01_RSVNeut_Greninger_depletedsera,
8037,Greninger12,RSV A2,2,0.025,C2,G4,Greninger_2,0.0002077,24.11.01_RSVNeut_Greninger_depletedsera,
8038,Greninger12,RSV A2,2,0.008333,C3,G4,Greninger_2,0.01437,24.11.01_RSVNeut_Greninger_depletedsera,
8039,Greninger12,RSV A2,2,0.002778,C4,G4,Greninger_2,0.06234,24.11.01_RSVNeut_Greninger_depletedsera,
