,serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
10345,85_1,Influenza H3 2022,2,0.0003086,G6,MA22 P1,H3_Historical_Sera_1,1.136,24.12.12_H3Neut_Rep1,
10346,85_1,Influenza H3 2022,2,0.0001029,G7,MA22 P1,H3_Historical_Sera_1,1.149,24.12.12_H3Neut_Rep1,
10347,85_1,Influenza H3 2022,2,3.429e-05,G8,MA22 P1,H3_Historical_Sera_1,1.301,24.12.12_H3Neut_Rep1,
10348,85_1,Influenza H3 2022,2,1.143e-05,G9,MA22 P1,H3_Historical_Sera_1,1.363,24.12.12_H3Neut_Rep1,
10349,85_1,Influenza H3 2022,2,3.81e-06,G10,MA22 P1,H3_Historical_Sera_1,1.343,24.12.12_H3Neut_Rep1,
10350,85_2,Influenza H3 2022,1,0.025,D2,MA22 P1,H3_Historical_Sera_1,4.623,24.12.12_H3Neut_Rep1,
10351,85_2,Influenza H3 2022,1,0.008333,D3,MA22 P1,H3_Historical_Sera_1,3.184,24.12.12_H3Neut_Rep1,
10352,85_2,Influenza H3 2022,1,0.002778,D4,MA22 P1,H3_Historical_Sera_1,1.501,24.12.12_H3Neut_Rep1,
10353,85_2,Influenza H3 2022,1,0.0009259,D5,MA22 P1,H3_Historical_Sera_1,0.9396,24.12.12_H3Neut_Rep1,
10354,85_2,Influenza H3 2022,1,0.0003086,D6,MA22 P1,H3_Historical_Sera_1,0.8784,24.12.12_H3Neut_Rep1,
10355,85_2,Influenza H3 2022,1,0.0001029,D7,MA22 P1,H3_Historical_Sera_1,0.7842,24.12.12_H3Neut_Rep1,
10356,85_2,Influenza H3 2022,1,3.429e-05,D8,MA22 P1,H3_Historical_Sera_1,0.9837,24.12.12_H3Neut_Rep1,
10357,85_2,Influenza H3 2022,1,1.143e-05,D9,MA22 P1,H3_Historical_Sera_1,1.457,24.12.12_H3Neut_Rep1,
10358,85_2,Influenza H3 2022,1,3.81e-06,D10,MA22 P1,H3_Historical_Sera_1,1.214,24.12.12_H3Neut_Rep1,
10359,85_2,Influenza H3 2022,2,0.025,E2,MA22 P1,H3_Historical_Sera_1,4.643,24.12.12_H3Neut_Rep1,
10360,85_2,Influenza H3 2022,2,0.008333,E3,MA22 P1,H3_Historical_Sera_1,3.74,24.12.12_H3Neut_Rep1,
10361,85_2,Influenza H3 2022,2,0.002778,E4,MA22 P1,H3_Historical_Sera_1,1.42,24.12.12_H3Neut_Rep1,
10362,85_2,Influenza H3 2022,2,0.0009259,E5,MA22 P1,H3_Historical_Sera_1,0.8358,24.12.12_H3Neut_Rep1,
10363,85_2,Influenza H3 2022,2,0.0003086,E6,MA22 P1,H3_Historical_Sera_1,0.7402,24.12.12_H3Neut_Rep1,
10364,85_2,Influenza H3 2022,2,0.0001029,E7,MA22 P1,H3_Historical_Sera_1,0.8089,24.12.12_H3Neut_Rep1,
10365,85_2,Influenza H3 2022,2,3.429e-05,E8,MA22 P1,H3_Historical_Sera_1,1.18,24.12.12_H3Neut_Rep1,
10366,85_2,Influenza H3 2022,2,1.143e-05,E9,MA22 P1,H3_Historical_Sera_1,1.15,24.12.12_H3Neut_Rep1,
10367,85_2,Influenza H3 2022,2,3.81e-06,E10,MA22 P1,H3_Historical_Sera_1,1.132,24.12.12_H3Neut_Rep1,
10368,85_4,Influenza H3 2022,1,0.025,B2,MA22 P1,H3_Historical_Sera_1,2.717,24.12.12_H3Neut_Rep1,
10369,85_4,Influenza H3 2022,1,0.008333,B3,MA22 P1,H3_Historical_Sera_1,2.511,24.12.12_H3Neut_Rep1,
10370,85_4,Influenza H3 2022,1,0.002778,B4,MA22 P1,H3_Historical_Sera_1,1.31,24.12.12_H3Neut_Rep1,
10371,85_4,Influenza H3 2022,1,0.0009259,B5,MA22 P1,H3_Historical_Sera_1,1.04,24.12.12_H3Neut_Rep1,
10372,85_4,Influenza H3 2022,1,0.0003086,B6,MA22 P1,H3_Historical_Sera_1,1.215,24.12.12_H3Neut_Rep1,
10373,85_4,Influenza H3 2022,1,0.0001029,B7,MA22 P1,H3_Historical_Sera_1,1.214,24.12.12_H3Neut_Rep1,
10374,85_4,Influenza H3 2022,1,3.429e-05,B8,MA22 P1,H3_Historical_Sera_1,1.182,24.12.12_H3Neut_Rep1,
10375,85_4,Influenza H3 2022,1,1.143e-05,B9,MA22 P1,H3_Historical_Sera_1,1.237,24.12.12_H3Neut_Rep1,
10376,85_4,Influenza H3 2022,1,3.81e-06,B10,MA22 P1,H3_Historical_Sera_1,1.35,24.12.12_H3Neut_Rep1,
10377,85_4,Influenza H3 2022,2,0.025,C2,MA22 P1,H3_Historical_Sera_1,2.375,24.12.12_H3Neut_Rep1,
10378,85_4,Influenza H3 2022,2,0.008333,C3,MA22 P1,H3_Historical_Sera_1,2.249,24.12.12_H3Neut_Rep1,
10379,85_4,Influenza H3 2022,2,0.002778,C4,MA22 P1,H3_Historical_Sera_1,1.413,24.12.12_H3Neut_Rep1,
10380,85_4,Influenza H3 2022,2,0.0009259,C5,MA22 P1,H3_Historical_Sera_1,1.255,24.12.12_H3Neut_Rep1,
10381,85_4,Influenza H3 2022,2,0.0003086,C6,MA22 P1,H3_Historical_Sera_1,1.108,24.12.12_H3Neut_Rep1,
10382,85_4,Influenza H3 2022,2,0.0001029,C7,MA22 P1,H3_Historical_Sera_1,1.416,24.12.12_H3Neut_Rep1,
10383,85_4,Influenza H3 2022,2,3.429e-05,C8,MA22 P1,H3_Historical_Sera_1,1.087,24.12.12_H3Neut_Rep1,
10384,85_4,Influenza H3 2022,2,1.143e-05,C9,MA22 P1,H3_Historical_Sera_1,1.348,24.12.12_H3Neut_Rep1,
10385,85_4,Influenza H3 2022,2,3.81e-06,C10,MA22 P1,H3_Historical_Sera_1,1.343,24.12.12_H3Neut_Rep1,
10386,85_6,Influenza H3 2022,1,0.025,F2,MA22 P2,H3_Historical_Sera_1,0.8654,24.12.12_H3Neut_Rep1,
10387,85_6,Influenza H3 2022,1,0.008333,F3,MA22 P2,H3_Historical_Sera_1,0.99,24.12.12_H3Neut_Rep1,
10388,85_6,Influenza H3 2022,1,0.002778,F4,MA22 P2,H3_Historical_Sera_1,0.4324,24.12.12_H3Neut_Rep1,
10389,85_6,Influenza H3 2022,1,0.0009259,F5,MA22 P2,H3_Historical_Sera_1,0.78,24.12.12_H3Neut_Rep1,
10390,85_6,Influenza H3 2022,1,0.0003086,F6,MA22 P2,H3_Historical_Sera_1,0.8257,24.12.12_H3Neut_Rep1,
10391,85_6,Influenza H3 2022,1,0.0001029,F7,MA22 P2,H3_Historical_Sera_1,0.8982,24.12.12_H3Neut_Rep1,
10392,85_6,Influenza H3 2022,1,3.429e-05,F8,MA22 P2,H3_Historical_Sera_1,1.02,24.12.12_H3Neut_Rep1,
10393,85_6,Influenza H3 2022,1,1.143e-05,F9,MA22 P2,H3_Historical_Sera_1,1.065,24.12.12_H3Neut_Rep1,
10394,85_6,Influenza H3 2022,1,3.81e-06,F10,MA22 P2,H3_Historical_Sera_1,0.9841,24.12.12_H3Neut_Rep1,
10395,85_6,Influenza H3 2022,2,0.025,G2,MA22 P2,H3_Historical_Sera_1,1.164,24.12.12_H3Neut_Rep1,
10396,85_6,Influenza H3 2022,2,0.008333,G3,MA22 P2,H3_Historical_Sera_1,1.065,24.12.12_H3Neut_Rep1,
10397,85_6,Influenza H3 2022,2,0.002778,G4,MA22 P2,H3_Historical_Sera_1,0.008654,24.12.12_H3Neut_Rep1,
10398,85_6,Influenza H3 2022,2,0.0009259,G5,MA22 P2,H3_Historical_Sera_1,0.7707,24.12.12_H3Neut_Rep1,
10399,85_6,Influenza H3 2022,2,0.0003086,G6,MA22 P2,H3_Historical_Sera_1,0.7865,24.12.12_H3Neut_Rep1,
10400,85_6,Influenza H3 2022,2,0.0001029,G7,MA22 P2,H3_Historical_Sera_1,0.9467,24.12.12_H3Neut_Rep1,
10401,85_6,Influenza H3 2022,2,3.429e-05,G8,MA22 P2,H3_Historical_Sera_1,1.011,24.12.12_H3Neut_Rep1,
10402,85_6,Influenza H3 2022,2,1.143e-05,G9,MA22 P2,H3_Historical_Sera_1,1.181,24.12.12_H3Neut_Rep1,
10403,85_6,Influenza H3 2022,2,3.81e-06,G10,MA22 P2,H3_Historical_Sera_1,1.1,24.12.12_H3Neut_Rep1,
10404,86_1,Influenza H3 2022,1,0.025,D2,MA22 P2,H3_Historical_Sera_1,2.164,24.12.12_H3Neut_Rep1,
10405,86_1,Influenza H3 2022,1,0.008333,D3,MA22 P2,H3_Historical_Sera_1,2.24,24.12.12_H3Neut_Rep1,
10406,86_1,Influenza H3 2022,1,0.002778,D4,MA22 P2,H3_Historical_Sera_1,1.054,24.12.12_H3Neut_Rep1,
10407,86_1,Influenza H3 2022,1,0.0009259,D5,MA22 P2,H3_Historical_Sera_1,0.7701,24.12.12_H3Neut_Rep1,
10408,86_1,Influenza H3 2022,1,0.0003086,D6,MA22 P2,H3_Historical_Sera_1,0.9356,24.12.12_H3Neut_Rep1,
10409,86_1,Influenza H3 2022,1,0.0001029,D7,MA22 P2,H3_Historical_Sera_1,0.9291,24.12.12_H3Neut_Rep1,
10410,86_1,Influenza H3 2022,1,3.429e-05,D8,MA22 P2,H3_Historical_Sera_1,1.076,24.12.12_H3Neut_Rep1,
10411,86_1,Influenza H3 2022,1,1.143e-05,D9,MA22 P2,H3_Historical_Sera_1,1.035,24.12.12_H3Neut_Rep1,
10412,86_1,Influenza H3 2022,1,3.81e-06,D10,MA22 P2,H3_Historical_Sera_1,1.099,24.12.12_H3Neut_Rep1,
10413,86_1,Influenza H3 2022,2,0.025,E2,MA22 P2,H3_Historical_Sera_1,2.541,24.12.12_H3Neut_Rep1,
10414,86_1,Influenza H3 2022,2,0.008333,E3,MA22 P2,H3_Historical_Sera_1,2.312,24.12.12_H3Neut_Rep1,
10415,86_1,Influenza H3 2022,2,0.002778,E4,MA22 P2,H3_Historical_Sera_1,1.284,24.12.12_H3Neut_Rep1,
10416,86_1,Influenza H3 2022,2,0.0009259,E5,MA22 P2,H3_Historical_Sera_1,0.9233,24.12.12_H3Neut_Rep1,
10417,86_1,Influenza H3 2022,2,0.0003086,E6,MA22 P2,H3_Historical_Sera_1,0.8257,24.12.12_H3Neut_Rep1,
10418,86_1,Influenza H3 2022,2,0.0001029,E7,MA22 P2,H3_Historical_Sera_1,0.8426,24.12.12_H3Neut_Rep1,
10419,86_1,Influenza H3 2022,2,3.429e-05,E8,MA22 P2,H3_Historical_Sera_1,1.051,24.12.12_H3Neut_Rep1,
10420,86_1,Influenza H3 2022,2,1.143e-05,E9,MA22 P2,H3_Historical_Sera_1,1.091,24.12.12_H3Neut_Rep1,
10421,86_1,Influenza H3 2022,2,3.81e-06,E10,MA22 P2,H3_Historical_Sera_1,0.9525,24.12.12_H3Neut_Rep1,
10422,86_2,Influenza H3 2022,1,0.025,B2,MA22 P2,H3_Historical_Sera_1,1.072,24.12.12_H3Neut_Rep1,
10423,86_2,Influenza H3 2022,1,0.008333,B3,MA22 P2,H3_Historical_Sera_1,1.036,24.12.12_H3Neut_Rep1,
10424,86_2,Influenza H3 2022,1,0.002778,B4,MA22 P2,H3_Historical_Sera_1,0.5643,24.12.12_H3Neut_Rep1,
10425,86_2,Influenza H3 2022,1,0.0009259,B5,MA22 P2,H3_Historical_Sera_1,0.6894,24.12.12_H3Neut_Rep1,
10426,86_2,Influenza H3 2022,1,0.0003086,B6,MA22 P2,H3_Historical_Sera_1,0.935,24.12.12_H3Neut_Rep1,
10427,86_2,Influenza H3 2022,1,0.0001029,B7,MA22 P2,H3_Historical_Sera_1,0.8292,24.12.12_H3Neut_Rep1,
10428,86_2,Influenza H3 2022,1,3.429e-05,B8,MA22 P2,H3_Historical_Sera_1,0.8853,24.12.12_H3Neut_Rep1,
10429,86_2,Influenza H3 2022,1,1.143e-05,B9,MA22 P2,H3_Historical_Sera_1,1.065,24.12.12_H3Neut_Rep1,
10430,86_2,Influenza H3 2022,1,3.81e-06,B10,MA22 P2,H3_Historical_Sera_1,1.248,24.12.12_H3Neut_Rep1,
10431,86_2,Influenza H3 2022,2,0.025,C2,MA22 P2,H3_Historical_Sera_1,1.296,24.12.12_H3Neut_Rep1,
10432,86_2,Influenza H3 2022,2,0.008333,C3,MA22 P2,H3_Historical_Sera_1,0.9256,24.12.12_H3Neut_Rep1,
10433,86_2,Influenza H3 2022,2,0.002778,C4,MA22 P2,H3_Historical_Sera_1,0.6473,24.12.12_H3Neut_Rep1,
10434,86_2,Influenza H3 2022,2,0.0009259,C5,MA22 P2,H3_Historical_Sera_1,0.7455,24.12.12_H3Neut_Rep1,
10435,86_2,Influenza H3 2022,2,0.0003086,C6,MA22 P2,H3_Historical_Sera_1,0.8707,24.12.12_H3Neut_Rep1,
10436,86_2,Influenza H3 2022,2,0.0001029,C7,MA22 P2,H3_Historical_Sera_1,0.8888,24.12.12_H3Neut_Rep1,
10437,86_2,Influenza H3 2022,2,3.429e-05,C8,MA22 P2,H3_Historical_Sera_1,0.9952,24.12.12_H3Neut_Rep1,
10438,86_2,Influenza H3 2022,2,1.143e-05,C9,MA22 P2,H3_Historical_Sera_1,1.087,24.12.12_H3Neut_Rep1,
10439,86_2,Influenza H3 2022,2,3.81e-06,C10,MA22 P2,H3_Historical_Sera_1,1.038,24.12.12_H3Neut_Rep1,
10440,86_4,Influenza H3 2022,1,0.025,F2,MA22 P3,H3_Historical_Sera_1,0.5314,24.12.12_H3Neut_Rep1,
10441,86_4,Influenza H3 2022,1,0.008333,F3,MA22 P3,H3_Historical_Sera_1,0.5808,24.12.12_H3Neut_Rep1,
10442,86_4,Influenza H3 2022,1,0.002778,F4,MA22 P3,H3_Historical_Sera_1,0.5142,24.12.12_H3Neut_Rep1,
10443,86_4,Influenza H3 2022,1,0.0009259,F5,MA22 P3,H3_Historical_Sera_1,0.7783,24.12.12_H3Neut_Rep1,
10444,86_4,Influenza H3 2022,1,0.0003086,F6,MA22 P3,H3_Historical_Sera_1,0.8138,24.12.12_H3Neut_Rep1,
10445,86_4,Influenza H3 2022,1,0.0001029,F7,MA22 P3,H3_Historical_Sera_1,1.024,24.12.12_H3Neut_Rep1,
10446,86_4,Influenza H3 2022,1,3.429e-05,F8,MA22 P3,H3_Historical_Sera_1,0.8891,24.12.12_H3Neut_Rep1,
10447,86_4,Influenza H3 2022,1,1.143e-05,F9,MA22 P3,H3_Historical_Sera_1,1.039,24.12.12_H3Neut_Rep1,
10448,86_4,Influenza H3 2022,1,3.81e-06,F10,MA22 P3,H3_Historical_Sera_1,1.008,24.12.12_H3Neut_Rep1,
10449,86_4,Influenza H3 2022,2,0.025,G2,MA22 P3,H3_Historical_Sera_1,0.5557,24.12.12_H3Neut_Rep1,
10450,86_4,Influenza H3 2022,2,0.008333,G3,MA22 P3,H3_Historical_Sera_1,0.5628,24.12.12_H3Neut_Rep1,
10451,86_4,Influenza H3 2022,2,0.002778,G4,MA22 P3,H3_Historical_Sera_1,0.5126,24.12.12_H3Neut_Rep1,
10452,86_4,Influenza H3 2022,2,0.0009259,G5,MA22 P3,H3_Historical_Sera_1,0.7106,24.12.12_H3Neut_Rep1,
10453,86_4,Influenza H3 2022,2,0.0003086,G6,MA22 P3,H3_Historical_Sera_1,0.8094,24.12.12_H3Neut_Rep1,
10454,86_4,Influenza H3 2022,2,0.0001029,G7,MA22 P3,H3_Historical_Sera_1,0.7915,24.12.12_H3Neut_Rep1,
10455,86_4,Influenza H3 2022,2,3.429e-05,G8,MA22 P3,H3_Historical_Sera_1,0.9922,24.12.12_H3Neut_Rep1,
10456,86_4,Influenza H3 2022,2,1.143e-05,G9,MA22 P3,H3_Historical_Sera_1,1.043,24.12.12_H3Neut_Rep1,
10457,86_4,Influenza H3 2022,2,3.81e-06,G10,MA22 P3,H3_Historical_Sera_1,1.308,24.12.12_H3Neut_Rep1,
10458,86_6,Influenza H3 2022,1,0.025,D2,MA22 P3,H3_Historical_Sera_1,3.275,24.12.12_H3Neut_Rep1,
10459,86_6,Influenza H3 2022,1,0.008333,D3,MA22 P3,H3_Historical_Sera_1,1.725,24.12.12_H3Neut_Rep1,
10460,86_6,Influenza H3 2022,1,0.002778,D4,MA22 P3,H3_Historical_Sera_1,0.8464,24.12.12_H3Neut_Rep1,
10461,86_6,Influenza H3 2022,1,0.0009259,D5,MA22 P3,H3_Historical_Sera_1,0.8026,24.12.12_H3Neut_Rep1,
10462,86_6,Influenza H3 2022,1,0.0003086,D6,MA22 P3,H3_Historical_Sera_1,0.8735,24.12.12_H3Neut_Rep1,
10463,86_6,Influenza H3 2022,1,0.0001029,D7,MA22 P3,H3_Historical_Sera_1,0.9321,24.12.12_H3Neut_Rep1,
10464,86_6,Influenza H3 2022,1,3.429e-05,D8,MA22 P3,H3_Historical_Sera_1,0.9317,24.12.12_H3Neut_Rep1,
10465,86_6,Influenza H3 2022,1,1.143e-05,D9,MA22 P3,H3_Historical_Sera_1,0.9436,24.12.12_H3Neut_Rep1,
10466,86_6,Influenza H3 2022,1,3.81e-06,D10,MA22 P3,H3_Historical_Sera_1,0.9719,24.12.12_H3Neut_Rep1,
10467,86_6,Influenza H3 2022,2,0.025,E2,MA22 P3,H3_Historical_Sera_1,3.307,24.12.12_H3Neut_Rep1,
10468,86_6,Influenza H3 2022,2,0.008333,E3,MA22 P3,H3_Historical_Sera_1,1.718,24.12.12_H3Neut_Rep1,
10469,86_6,Influenza H3 2022,2,0.002778,E4,MA22 P3,H3_Historical_Sera_1,0.8361,24.12.12_H3Neut_Rep1,
10470,86_6,Influenza H3 2022,2,0.0009259,E5,MA22 P3,H3_Historical_Sera_1,0.8273,24.12.12_H3Neut_Rep1,
10471,86_6,Influenza H3 2022,2,0.0003086,E6,MA22 P3,H3_Historical_Sera_1,0.9134,24.12.12_H3Neut_Rep1,
10472,86_6,Influenza H3 2022,2,0.0001029,E7,MA22 P3,H3_Historical_Sera_1,0.7887,24.12.12_H3Neut_Rep1,
10473,86_6,Influenza H3 2022,2,3.429e-05,E8,MA22 P3,H3_Historical_Sera_1,0.8417,24.12.12_H3Neut_Rep1,
10474,86_6,Influenza H3 2022,2,1.143e-05,E9,MA22 P3,H3_Historical_Sera_1,0.909,24.12.12_H3Neut_Rep1,
10475,86_6,Influenza H3 2022,2,3.81e-06,E10,MA22 P3,H3_Historical_Sera_1,0.9671,24.12.12_H3Neut_Rep1,
10476,85_3,Influenza H3 2022,1,0.025,B2,MA22 P3,H3_Historical_Sera_1,0.3429,24.12.12_H3Neut_Rep1,
10477,85_3,Influenza H3 2022,1,0.008333,B3,MA22 P3,H3_Historical_Sera_1,0.2298,24.12.12_H3Neut_Rep1,
10478,85_3,Influenza H3 2022,1,0.002778,B4,MA22 P3,H3_Historical_Sera_1,0.3255,24.12.12_H3Neut_Rep1,
10479,85_3,Influenza H3 2022,1,0.0009259,B5,MA22 P3,H3_Historical_Sera_1,0.4668,24.12.12_H3Neut_Rep1,
10480,85_3,Influenza H3 2022,1,0.0003086,B6,MA22 P3,H3_Historical_Sera_1,0.6923,24.12.12_H3Neut_Rep1,
10481,85_3,Influenza H3 2022,1,0.0001029,B7,MA22 P3,H3_Historical_Sera_1,0.7477,24.12.12_H3Neut_Rep1,
10482,85_3,Influenza H3 2022,1,3.429e-05,B8,MA22 P3,H3_Historical_Sera_1,0.8548,24.12.12_H3Neut_Rep1,
10483,85_3,Influenza H3 2022,1,1.143e-05,B9,MA22 P3,H3_Historical_Sera_1,0.8763,24.12.12_H3Neut_Rep1,
10484,85_3,Influenza H3 2022,1,3.81e-06,B10,MA22 P3,H3_Historical_Sera_1,0.7907,24.12.12_H3Neut_Rep1,
10485,85_3,Influenza H3 2022,2,0.025,C2,MA22 P3,H3_Historical_Sera_1,0.3714,24.12.12_H3Neut_Rep1,
10486,85_3,Influenza H3 2022,2,0.008333,C3,MA22 P3,H3_Historical_Sera_1,0.3286,24.12.12_H3Neut_Rep1,
10487,85_3,Influenza H3 2022,2,0.002778,C4,MA22 P3,H3_Historical_Sera_1,0.3209,24.12.12_H3Neut_Rep1,
10488,85_3,Influenza H3 2022,2,0.0009259,C5,MA22 P3,H3_Historical_Sera_1,0.6043,24.12.12_H3Neut_Rep1,
10489,85_3,Influenza H3 2022,2,0.0003086,C6,MA22 P3,H3_Historical_Sera_1,0.8186,24.12.12_H3Neut_Rep1,
10490,85_3,Influenza H3 2022,2,0.0001029,C7,MA22 P3,H3_Historical_Sera_1,0.7564,24.12.12_H3Neut_Rep1,
10491,85_3,Influenza H3 2022,2,3.429e-05,C8,MA22 P3,H3_Historical_Sera_1,0.9018,24.12.12_H3Neut_Rep1,
10492,85_3,Influenza H3 2022,2,1.143e-05,C9,MA22 P3,H3_Historical_Sera_1,1.069,24.12.12_H3Neut_Rep1,
10493,85_3,Influenza H3 2022,2,3.81e-06,C10,MA22 P3,H3_Historical_Sera_1,0.9715,24.12.12_H3Neut_Rep1,
10494,87_4,Influenza H3 2022,1,0.025,F2,MA22 P4,H3_Historical_Sera_1,0.5845,24.12.12_H3Neut_Rep1,
10495,87_4,Influenza H3 2022,1,0.008333,F3,MA22 P4,H3_Historical_Sera_1,0.7389,24.12.12_H3Neut_Rep1,
10496,87_4,Influenza H3 2022,1,0.002778,F4,MA22 P4,H3_Historical_Sera_1,0.6808,24.12.12_H3Neut_Rep1,
10497,87_4,Influenza H3 2022,1,0.0009259,F5,MA22 P4,H3_Historical_Sera_1,0.7088,24.12.12_H3Neut_Rep1,
10498,87_4,Influenza H3 2022,1,0.0003086,F6,MA22 P4,H3_Historical_Sera_1,0.7668,24.12.12_H3Neut_Rep1,
10499,87_4,Influenza H3 2022,1,0.0001029,F7,MA22 P4,H3_Historical_Sera_1,0.8382,24.12.12_H3Neut_Rep1,
10500,87_4,Influenza H3 2022,1,3.429e-05,F8,MA22 P4,H3_Historical_Sera_1,0.8382,24.12.12_H3Neut_Rep1,
10501,87_4,Influenza H3 2022,1,1.143e-05,F9,MA22 P4,H3_Historical_Sera_1,0.8683,24.12.12_H3Neut_Rep1,
10502,87_4,Influenza H3 2022,1,3.81e-06,F10,MA22 P4,H3_Historical_Sera_1,0.9006,24.12.12_H3Neut_Rep1,
10503,87_4,Influenza H3 2022,2,0.025,G2,MA22 P4,H3_Historical_Sera_1,0.6847,24.12.12_H3Neut_Rep1,
10504,87_4,Influenza H3 2022,2,0.008333,G3,MA22 P4,H3_Historical_Sera_1,0.7728,24.12.12_H3Neut_Rep1,
10505,87_4,Influenza H3 2022,2,0.002778,G4,MA22 P4,H3_Historical_Sera_1,0.7496,24.12.12_H3Neut_Rep1,
10506,87_4,Influenza H3 2022,2,0.0009259,G5,MA22 P4,H3_Historical_Sera_1,0.7492,24.12.12_H3Neut_Rep1,
10507,87_4,Influenza H3 2022,2,0.0003086,G6,MA22 P4,H3_Historical_Sera_1,0.7952,24.12.12_H3Neut_Rep1,
10508,87_4,Influenza H3 2022,2,0.0001029,G7,MA22 P4,H3_Historical_Sera_1,0.7926,24.12.12_H3Neut_Rep1,
10509,87_4,Influenza H3 2022,2,3.429e-05,G8,MA22 P4,H3_Historical_Sera_1,0.9358,24.12.12_H3Neut_Rep1,
10510,87_4,Influenza H3 2022,2,1.143e-05,G9,MA22 P4,H3_Historical_Sera_1,0.8877,24.12.12_H3Neut_Rep1,
10511,87_4,Influenza H3 2022,2,3.81e-06,G10,MA22 P4,H3_Historical_Sera_1,0.9543,24.12.12_H3Neut_Rep1,
10512,85_7,Influenza H3 2022,1,0.025,D2,MA22 P4,H3_Historical_Sera_1,0.2528,24.12.12_H3Neut_Rep1,
10513,85_7,Influenza H3 2022,1,0.008333,D3,MA22 P4,H3_Historical_Sera_1,0.4787,24.12.12_H3Neut_Rep1,
10514,85_7,Influenza H3 2022,1,0.002778,D4,MA22 P4,H3_Historical_Sera_1,0.306,24.12.12_H3Neut_Rep1,
10515,85_7,Influenza H3 2022,1,0.0009259,D5,MA22 P4,H3_Historical_Sera_1,0.4653,24.12.12_H3Neut_Rep1,
10516,85_7,Influenza H3 2022,1,0.0003086,D6,MA22 P4,H3_Historical_Sera_1,0.6129,24.12.12_H3Neut_Rep1,
10517,85_7,Influenza H3 2022,1,0.0001029,D7,MA22 P4,H3_Historical_Sera_1,0.8047,24.12.12_H3Neut_Rep1,
10518,85_7,Influenza H3 2022,1,3.429e-05,D8,MA22 P4,H3_Historical_Sera_1,0.7724,24.12.12_H3Neut_Rep1,
10519,85_7,Influenza H3 2022,1,1.143e-05,D9,MA22 P4,H3_Historical_Sera_1,0.8507,24.12.12_H3Neut_Rep1,
10520,85_7,Influenza H3 2022,1,3.81e-06,D10,MA22 P4,H3_Historical_Sera_1,0.9169,24.12.12_H3Neut_Rep1,
10521,85_7,Influenza H3 2022,2,0.025,E2,MA22 P4,H3_Historical_Sera_1,0.2808,24.12.12_H3Neut_Rep1,
10522,85_7,Influenza H3 2022,2,0.008333,E3,MA22 P4,H3_Historical_Sera_1,0.5131,24.12.12_H3Neut_Rep1,
10523,85_7,Influenza H3 2022,2,0.002778,E4,MA22 P4,H3_Historical_Sera_1,0.3648,24.12.12_H3Neut_Rep1,
10524,85_7,Influenza H3 2022,2,0.0009259,E5,MA22 P4,H3_Historical_Sera_1,0.446,24.12.12_H3Neut_Rep1,
10525,85_7,Influenza H3 2022,2,0.0003086,E6,MA22 P4,H3_Historical_Sera_1,0.7088,24.12.12_H3Neut_Rep1,
10526,85_7,Influenza H3 2022,2,0.0001029,E7,MA22 P4,H3_Historical_Sera_1,0.8034,24.12.12_H3Neut_Rep1,
10527,85_7,Influenza H3 2022,2,3.429e-05,E8,MA22 P4,H3_Historical_Sera_1,0.8171,24.12.12_H3Neut_Rep1,
10528,85_7,Influenza H3 2022,2,1.143e-05,E9,MA22 P4,H3_Historical_Sera_1,0.8735,24.12.12_H3Neut_Rep1,
