serum,virus,replicate,concentration,well_id,plate_name,experiment_rep,fraction infectivity,input_folder,Unnamed: 9
Greninger10,RSV A2,2,0.025,G2,G4,Greninger_1,0.0001806,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,0.008333,G3,G4,Greninger_1,0.0002568,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,0.002778,G4,G4,Greninger_1,0.002187,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,0.0009259,G5,G4,Greninger_1,0.06165,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,0.0003086,G6,G4,Greninger_1,0.2024,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,0.0001029,G7,G4,Greninger_1,0.6442,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,3.429e-05,G8,G4,Greninger_1,0.7302,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,1.143e-05,G9,G4,Greninger_1,0.6775,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger10,RSV A2,2,3.81e-06,G10,G4,Greninger_1,1.014,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,0.025,D2,G4,Greninger_1,0.0002817,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,0.008333,D3,G4,Greninger_1,0.0005344,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,0.002778,D4,G4,Greninger_1,0.04042,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,0.0009259,D5,G4,Greninger_1,0.1096,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,0.0003086,D6,G4,Greninger_1,0.2768,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,0.0001029,D7,G4,Greninger_1,0.6116,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,3.429e-05,D8,G4,Greninger_1,0.6518,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,1.143e-05,D9,G4,Greninger_1,0.9355,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,1,3.81e-06,D10,G4,Greninger_1,0.8994,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,0.025,E2,G4,Greninger_1,0.0002375,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,0.008333,E3,G4,Greninger_1,0.0002864,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,0.002778,E4,G4,Greninger_1,0.005447,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,0.0009259,E5,G4,Greninger_1,0.1861,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,0.0003086,E6,G4,Greninger_1,0.3675,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,0.0001029,E7,G4,Greninger_1,0.615,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,3.429e-05,E8,G4,Greninger_1,0.751,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,1.143e-05,E9,G4,Greninger_1,0.9274,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger11,RSV A2,2,3.81e-06,E10,G4,Greninger_1,1.143,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,0.025,B2,G4,Greninger_1,0.0002706,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,0.008333,B3,G4,Greninger_1,0.007466,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,0.002778,B4,G4,Greninger_1,0.03105,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,0.0009259,B5,G4,Greninger_1,0.3214,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,0.0003086,B6,G4,Greninger_1,0.5176,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,0.0001029,B7,G4,Greninger_1,0.5705,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,3.429e-05,B8,G4,Greninger_1,0.8487,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,1.143e-05,B9,G4,Greninger_1,0.8598,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,1,3.81e-06,B10,G4,Greninger_1,0.981,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,0.025,C2,G4,Greninger_1,0.000308,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,0.008333,C3,G4,Greninger_1,0.01697,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,0.002778,C4,G4,Greninger_1,0.04142,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,0.0009259,C5,G4,Greninger_1,0.3519,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,0.0003086,C6,G4,Greninger_1,0.5891,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,0.0001029,C7,G4,Greninger_1,0.7178,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,3.429e-05,C8,G4,Greninger_1,0.7811,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,1.143e-05,C9,G4,Greninger_1,0.8598,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger12,RSV A2,2,3.81e-06,C10,G4,Greninger_1,0.8311,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,0.025,F2,G5,Greninger_1,0.001455,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,0.008333,F3,G5,Greninger_1,0.003439,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,0.002778,F4,G5,Greninger_1,0.06589,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,0.0009259,F5,G5,Greninger_1,0.1887,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,0.0003086,F6,G5,Greninger_1,0.6923,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,0.0001029,F7,G5,Greninger_1,0.6474,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,3.429e-05,F8,G5,Greninger_1,0.8919,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,1.143e-05,F9,G5,Greninger_1,0.7713,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,1,3.81e-06,F10,G5,Greninger_1,0.7703,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,0.025,G2,G5,Greninger_1,0.0003426,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,0.008333,G3,G5,Greninger_1,0.000579,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,0.002778,G4,G5,Greninger_1,0.03133,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,0.0009259,G5,G5,Greninger_1,0.2419,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,0.0003086,G6,G5,Greninger_1,0.6043,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,0.0001029,G7,G5,Greninger_1,0.8773,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,3.429e-05,G8,G5,Greninger_1,0.8066,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,1.143e-05,G9,G5,Greninger_1,1.002,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger13,RSV A2,2,3.81e-06,G10,G5,Greninger_1,0.8493,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,0.025,D2,G5,Greninger_1,0.0003779,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,0.008333,D3,G5,Greninger_1,0.01096,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,0.002778,D4,G5,Greninger_1,0.052,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,0.0009259,D5,G5,Greninger_1,0.2786,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,0.0003086,D6,G5,Greninger_1,0.4946,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,0.0001029,D7,G5,Greninger_1,0.733,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,3.429e-05,D8,G5,Greninger_1,0.7236,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,1.143e-05,D9,G5,Greninger_1,0.9108,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,1,3.81e-06,D10,G5,Greninger_1,0.7815,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,0.025,E2,G5,Greninger_1,0.000299,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,0.008333,E3,G5,Greninger_1,0.0007792,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,0.002778,E4,G5,Greninger_1,0.06004,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,0.0009259,E5,G5,Greninger_1,0.4087,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,0.0003086,E6,G5,Greninger_1,0.5944,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,0.0001029,E7,G5,Greninger_1,0.8673,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,3.429e-05,E8,G5,Greninger_1,0.7294,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,1.143e-05,E9,G5,Greninger_1,0.8001,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger14,RSV A2,2,3.81e-06,E10,G5,Greninger_1,0.9949,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,0.025,B2,G5,Greninger_1,0.0004456,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,0.008333,B3,G5,Greninger_1,0.01219,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,0.002778,B4,G5,Greninger_1,0.1467,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,0.0009259,B5,G5,Greninger_1,0.4246,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,0.0003086,B6,G5,Greninger_1,0.5539,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,0.0001029,B7,G5,Greninger_1,0.771,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,3.429e-05,B8,G5,Greninger_1,0.6596,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,1.143e-05,B9,G5,Greninger_1,1.03,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,1,3.81e-06,B10,G5,Greninger_1,0.9476,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,0.025,C2,G5,Greninger_1,0.0004275,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,0.008333,C3,G5,Greninger_1,0.001744,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,0.002778,C4,G5,Greninger_1,0.1079,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,0.0009259,C5,G5,Greninger_1,0.3695,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,0.0003086,C6,G5,Greninger_1,0.613,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,0.0001029,C7,G5,Greninger_1,0.6699,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,3.429e-05,C8,G5,Greninger_1,0.7517,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,1.143e-05,C9,G5,Greninger_1,0.5971,24.10.31_RSVNeut_ControlSera_Greninger,
Greninger15,RSV A2,2,3.81e-06,C10,G5,Greninger_1,0.8251,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,1000.0,F2,Cell TIM1 B2024 ,Cell_Line_1,0.0006073,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,250.0,F3,Cell TIM1 B2024 ,Cell_Line_1,0.001062,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,62.5,F4,Cell TIM1 B2024 ,Cell_Line_1,0.001052,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,15.62,F5,Cell TIM1 B2024 ,Cell_Line_1,0.002596,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,3.906,F6,Cell TIM1 B2024 ,Cell_Line_1,0.2375,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,0.9766,F7,Cell TIM1 B2024 ,Cell_Line_1,0.689,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,0.2441,F8,Cell TIM1 B2024 ,Cell_Line_1,0.8744,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,0.06104,F9,Cell TIM1 B2024 ,Cell_Line_1,1.003,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,1,0.01526,F10,Cell TIM1 B2024 ,Cell_Line_1,1.047,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,1000.0,G2,Cell TIM1 B2024 ,Cell_Line_1,0.00214,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,250.0,G3,Cell TIM1 B2024 ,Cell_Line_1,0.003619,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,62.5,G4,Cell TIM1 B2024 ,Cell_Line_1,0.004833,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,15.62,G5,Cell TIM1 B2024 ,Cell_Line_1,0.006051,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,3.906,G6,Cell TIM1 B2024 ,Cell_Line_1,0.2575,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,0.9766,G7,Cell TIM1 B2024 ,Cell_Line_1,0.5486,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,0.2441,G8,Cell TIM1 B2024 ,Cell_Line_1,0.7592,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,0.06104,G9,Cell TIM1 B2024 ,Cell_Line_1,1.051,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV B 2024,2,0.01526,G10,Cell TIM1 B2024 ,Cell_Line_1,1.159,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,0.025,D2,Cell TIM1 B2024 ,Cell_Line_1,0.000789,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,0.008333,D3,Cell TIM1 B2024 ,Cell_Line_1,0.001147,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,0.002778,D4,Cell TIM1 B2024 ,Cell_Line_1,0.02046,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,0.0009259,D5,Cell TIM1 B2024 ,Cell_Line_1,0.152,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,0.0003086,D6,Cell TIM1 B2024 ,Cell_Line_1,0.4253,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,0.0001029,D7,Cell TIM1 B2024 ,Cell_Line_1,0.6578,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,3.429e-05,D8,Cell TIM1 B2024 ,Cell_Line_1,0.7633,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,1.143e-05,D9,Cell TIM1 B2024 ,Cell_Line_1,1.026,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,1,3.81e-06,D10,Cell TIM1 B2024 ,Cell_Line_1,0.9687,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,0.025,E2,Cell TIM1 B2024 ,Cell_Line_1,0.0007139,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,0.008333,E3,Cell TIM1 B2024 ,Cell_Line_1,0.00288,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,0.002778,E4,Cell TIM1 B2024 ,Cell_Line_1,0.03219,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,0.0009259,E5,Cell TIM1 B2024 ,Cell_Line_1,0.1672,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,0.0003086,E6,Cell TIM1 B2024 ,Cell_Line_1,0.4417,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,0.0001029,E7,Cell TIM1 B2024 ,Cell_Line_1,0.757,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,3.429e-05,E8,Cell TIM1 B2024 ,Cell_Line_1,0.8168,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,1.143e-05,E9,Cell TIM1 B2024 ,Cell_Line_1,0.9115,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV B 2024,2,3.81e-06,E10,Cell TIM1 B2024 ,Cell_Line_1,0.9888,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,0.025,B2,Cell TIM1 B2024 ,Cell_Line_1,0.000666,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,0.008333,B3,Cell TIM1 B2024 ,Cell_Line_1,0.001,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,0.002778,B4,Cell TIM1 B2024 ,Cell_Line_1,0.002216,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,0.0009259,B5,Cell TIM1 B2024 ,Cell_Line_1,0.1056,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,0.0003086,B6,Cell TIM1 B2024 ,Cell_Line_1,0.3189,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,0.0001029,B7,Cell TIM1 B2024 ,Cell_Line_1,0.5044,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,3.429e-05,B8,Cell TIM1 B2024 ,Cell_Line_1,0.708,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,1.143e-05,B9,Cell TIM1 B2024 ,Cell_Line_1,0.8562,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,1,3.81e-06,B10,Cell TIM1 B2024 ,Cell_Line_1,0.8621,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,0.025,C2,Cell TIM1 B2024 ,Cell_Line_1,0.0007191,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,0.008333,C3,Cell TIM1 B2024 ,Cell_Line_1,0.0007314,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,0.002778,C4,Cell TIM1 B2024 ,Cell_Line_1,0.002,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,0.0009259,C5,Cell TIM1 B2024 ,Cell_Line_1,0.04825,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,0.0003086,C6,Cell TIM1 B2024 ,Cell_Line_1,0.305,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,0.0001029,C7,Cell TIM1 B2024 ,Cell_Line_1,0.5613,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,3.429e-05,C8,Cell TIM1 B2024 ,Cell_Line_1,0.874,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,1.143e-05,C9,Cell TIM1 B2024 ,Cell_Line_1,0.8094,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV B 2024,2,3.81e-06,C10,Cell TIM1 B2024 ,Cell_Line_1,0.8153,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,1000.0,F2,Cell TIM1 A2020,Cell_Line_1,0.0002501,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,250.0,F3,Cell TIM1 A2020,Cell_Line_1,0.0006815,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,62.5,F4,Cell TIM1 A2020,Cell_Line_1,0.0005982,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,15.62,F5,Cell TIM1 A2020,Cell_Line_1,0.02755,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,3.906,F6,Cell TIM1 A2020,Cell_Line_1,0.753,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,0.9766,F7,Cell TIM1 A2020,Cell_Line_1,0.682,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,0.2441,F8,Cell TIM1 A2020,Cell_Line_1,0.8745,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,0.06104,F9,Cell TIM1 A2020,Cell_Line_1,0.8434,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,1,0.01526,F10,Cell TIM1 A2020,Cell_Line_1,0.914,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,1000.0,G2,Cell TIM1 A2020,Cell_Line_1,0.000232,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,250.0,G3,Cell TIM1 A2020,Cell_Line_1,0.000285,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,62.5,G4,Cell TIM1 A2020,Cell_Line_1,0.001266,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,15.62,G5,Cell TIM1 A2020,Cell_Line_1,0.03154,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,3.906,G6,Cell TIM1 A2020,Cell_Line_1,0.7688,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,0.9766,G7,Cell TIM1 A2020,Cell_Line_1,0.8767,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,0.2441,G8,Cell TIM1 A2020,Cell_Line_1,0.8925,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,0.06104,G9,Cell TIM1 A2020,Cell_Line_1,1.022,24.10.31_RSVNeut_ControlSera_Greninger,
Nirsevimab_TIM1,RSV A 2020,2,0.01526,G10,Cell TIM1 A2020,Cell_Line_1,1.143,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,0.025,D2,Cell TIM1 A2020,Cell_Line_1,0.0003502,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,0.008333,D3,Cell TIM1 A2020,Cell_Line_1,0.002024,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,0.002778,D4,Cell TIM1 A2020,Cell_Line_1,0.02298,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,0.0009259,D5,Cell TIM1 A2020,Cell_Line_1,0.162,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,0.0003086,D6,Cell TIM1 A2020,Cell_Line_1,0.4706,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,0.0001029,D7,Cell TIM1 A2020,Cell_Line_1,0.5153,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,3.429e-05,D8,Cell TIM1 A2020,Cell_Line_1,0.8149,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,1.143e-05,D9,Cell TIM1 A2020,Cell_Line_1,1.043,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,1,3.81e-06,D10,Cell TIM1 A2020,Cell_Line_1,1.023,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,0.025,E2,Cell TIM1 A2020,Cell_Line_1,0.000375,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,0.008333,E3,Cell TIM1 A2020,Cell_Line_1,0.0003845,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,0.002778,E4,Cell TIM1 A2020,Cell_Line_1,0.0008714,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,0.0009259,E5,Cell TIM1 A2020,Cell_Line_1,0.1631,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,0.0003086,E6,Cell TIM1 A2020,Cell_Line_1,0.5061,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,0.0001029,E7,Cell TIM1 A2020,Cell_Line_1,0.7162,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,3.429e-05,E8,Cell TIM1 A2020,Cell_Line_1,0.7723,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,1.143e-05,E9,Cell TIM1 A2020,Cell_Line_1,1.004,24.10.31_RSVNeut_ControlSera_Greninger,
Pooled Sera_TIM1,RSV A 2020,2,3.81e-06,E10,Cell TIM1 A2020,Cell_Line_1,1.082,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV A 2020,1,0.025,B2,Cell TIM1 A2020,Cell_Line_1,0.0002312,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV A 2020,1,0.008333,B3,Cell TIM1 A2020,Cell_Line_1,0.000308,24.10.31_RSVNeut_ControlSera_Greninger,
87_9_TIM1,RSV A 2020,1,0.002778,B4,Cell TIM1 A2020,Cell_Line_1,0.003734,24.10.31_RSVNeut_ControlSera_Greninger,
