date,BEI or IntRef,serum,virus,replicate,concentration,fraction infectivity
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,0.01,0.000861553
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,0.0025,0.00136831
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,0.000625,0.031262002
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,0.00015625,0.471104026
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,3.90625E-05,0.821116707
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,9.76563E-06,0.938729664
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,2.44141E-06,1.041559477
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,6.10352E-07,0.633718613
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,2,1.52588E-07,0.878292692
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,0.01,0.004043625
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,0.0025,0.005143665
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,0.000625,0.028196674
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,0.00015625,0.334794739
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,3.90625E-05,0.917859343
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,9.76563E-06,0.923729121
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,2.44141E-06,0.774375883
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,6.10352E-07,1.206348056
24.10.31,BEI,BEI Low Control NR-4023,RSV B1 R2,3,1.52588E-07,0.764810319
