date,BEI or IntRef,serum,virus,replicate,concentration,fraction infectivity
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,1,0.00015625,0.238948393
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,1,3.90625E-05,0.68728335
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,1,9.76563E-06,0.951002921
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,1,2.44141E-06,1.08315482
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,1,6.10352E-07,1.001363194
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,1,1.52588E-07,1.158403116
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,0.01,0.000156573
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,0.0025,0.00027739
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,0.000625,0.001114586
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,0.00015625,0.23322298
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,3.90625E-05,0.665550146
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,9.76563E-06,0.816514119
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,2.44141E-06,1.131178189
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,6.10352E-07,0.98932814
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,2,1.52588E-07,0.944459591
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,0.01,0.00013519
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,0.0025,0.000224226
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,0.000625,0.017421616
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,0.00015625,0.119649464
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,3.90625E-05,0.748159688
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,9.76563E-06,0.800389484
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,2.44141E-06,0.902278481
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,6.10352E-07,0.942005842
24.10.25,IntRef,NIBSC 16/284,RSV B1 Replicate 2,3,1.52588E-07,0.892697176
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,0.01,0.000163572
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,0.0025,0.000163833
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,0.000625,0.000530147
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,0.00015625,0.036240999
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,3.90625E-05,0.379977444
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,9.76563E-06,0.650516179
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,2.44141E-06,1.066149041
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,6.10352E-07,0.849353691
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,1,1.52588E-07,0.927691507
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,0.01,0.000175154
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,0.0025,0.000165524
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,0.000625,0.000439967
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,0.00015625,0.049787456
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,3.90625E-05,0.423440618
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,9.76563E-06,0.762297215
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,2.44141E-06,0.860805066
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,6.10352E-07,0.88136549
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,2,1.52588E-07,1.058081027
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,0.01,8.81496E-05
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,0.0025,9.46821E-05
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,0.000625,0.00041251
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,0.00015625,0.102828143
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,3.90625E-05,0.49527197
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,9.76563E-06,0.97466817
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,2.44141E-06,0.966730285
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,6.10352E-07,0.893988028
24.10.25,IntRef,NR-4021 ,RSV B1 Replicate 2,3,1.52588E-07,0.933156936
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,0.01,0.000186011
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,0.0025,0.000321824
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,0.000625,0.012692063
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,0.00015625,0.12995286
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,3.90625E-05,0.81042171
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,9.76563E-06,0.806472162
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,2.44141E-06,0.743024589
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,6.10352E-07,0.954898713
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,1,1.52588E-07,0.990954262
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,0.01,7.71308E-05
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,0.0025,0.000351382
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,0.000625,0.001258759
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,0.00015625,0.161804051
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,3.90625E-05,0.492164607
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,9.76563E-06,0.784048923
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,2.44141E-06,0.764810804
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,6.10352E-07,1.015415977
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,2,1.52588E-07,1.03529112
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,0.01,0.000251624
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,0.0025,0.00048796
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,0.000625,0.01097592
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,0.00015625,0.334692317
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,3.90625E-05,0.75856797
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,9.76563E-06,0.85080902
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,2.44141E-06,0.828003567
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,6.10352E-07,1.128169194
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 3,3,1.52588E-07,1.239520958
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,0.01,0.000133716
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,0.0025,0.000281029
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,0.000625,0.012984935
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,0.00015625,0.04147447
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,3.90625E-05,0.419677376
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,9.76563E-06,0.844554059
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,2.44141E-06,1.043727503
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,6.10352E-07,1.278496201
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,1,1.52588E-07,0.97240368
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,0.01,0.000183576
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,0.0025,0.000288895
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,0.000625,0.000586722
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,0.00015625,0.03632849
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,3.90625E-05,0.4970004
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,9.76563E-06,0.618984135
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,2.44141E-06,0.908012265
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,6.10352E-07,1.03452873
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,2,1.52588E-07,1.111851753
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,0.01,0.000200373
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,0.0025,0.000254233
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,0.000625,0.000806692
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,0.00015625,0.042034395
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,3.90625E-05,0.394080789
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,9.76563E-06,0.738568191
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,2.44141E-06,0.836555126
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,6.10352E-07,0.833622184
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 3,3,1.52588E-07,1.04892681
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,0.01,0.000254776
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,0.0025,0.000297099
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,0.000625,0.006093334
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,0.00015625,0.257579296
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,3.90625E-05,0.566310085
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,9.76563E-06,0.831877423
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,2.44141E-06,1.17284066
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,6.10352E-07,0.949736068
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,1,1.52588E-07,0.923669828
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,0.01,0.000181202
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,0.0025,0.000337039
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,0.000625,0.001353763
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,0.00015625,0.183865091
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,3.90625E-05,0.589713645
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,9.76563E-06,0.962909329
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,2.44141E-06,0.966693138
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,6.10352E-07,1.167515299
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,2,1.52588E-07,0.883309198
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,0.01,0.00022885
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,0.0025,0.000484888
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,0.000625,0.017545663
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,0.00015625,0.306628673
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,3.90625E-05,0.674639137
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,9.76563E-06,0.879245107
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,2.44141E-06,1.012939693
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,6.10352E-07,1.054841874
24.10.31,IntRef,NIBSC 16/284,RSV B1 Replicate 4,3,1.52588E-07,0.836502079
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,0.01,0.000233261
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,0.0025,0.000172705
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,0.000625,0.000660479
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,0.00015625,0.085635642
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,3.90625E-05,0.400716938
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,9.76563E-06,0.839329151
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,2.44141E-06,0.959800282
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,6.10352E-07,1.046216874
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,1,1.52588E-07,0.971834592
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,0.01,0.000136218
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,0.0025,0.000245295
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,0.000625,0.000760722
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,0.00015625,0.068185892
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,3.90625E-05,0.667520164
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,9.76563E-06,0.762386378
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,2.44141E-06,1.031878121
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,6.10352E-07,1.063244143
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,2,1.52588E-07,0.889514787
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,0.01,0.000219946
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,0.0025,0.000358341
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,0.000625,0.000724235
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,0.00015625,0.043374728
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,3.90625E-05,0.478171809
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,9.76563E-06,0.604147996
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,2.44141E-06,0.817436948
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,6.10352E-07,0.850979388
24.10.31,IntRef,NR-4021 ,RSV B1 Replicate 4,3,1.52588E-07,1.08078351
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,0.01,0.000311055
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,0.0025,0.000675148
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,0.000625,0.097784602
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,0.00015625,0.357051985
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,3.90625E-05,0.536433428
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,9.76563E-06,0.851502522
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,2.44141E-06,0.849528405
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,6.10352E-07,0.827155078
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,1,1.52588E-07,0.96336916
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,0.01,0.00023005
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,0.0025,0.009120421
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,0.000625,0.067383198
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,0.00015625,0.363171748
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,3.90625E-05,0.73634569
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,9.76563E-06,1.077867953
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,2.44141E-06,0.738319807
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,6.10352E-07,1.092344812
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,2,1.52588E-07,1.285150252
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,0.01,0.000475038
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,0.0025,0.000534723
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,0.000625,0.021669226
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,0.00015625,0.345075674
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,3.90625E-05,0.641259048
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,9.76563E-06,0.973897785
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,2.44141E-06,0.883746436
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,6.10352E-07,0.97718798
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 5,3,1.52588E-07,1.115376179
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,0.01,0.001450775
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,0.0025,0.0005291
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,0.000625,0.024871891
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,0.00015625,0.1769437
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,3.90625E-05,0.607696746
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,9.76563E-06,0.675603217
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,2.44141E-06,0.837275596
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,6.10352E-07,0.914243052
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,1,1.52588E-07,0.850001697
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,0.01,0.00041935
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,0.0025,0.000598534
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,0.000625,0.015098245
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,0.00015625,0.160145247
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,3.90625E-05,0.470967523
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,9.76563E-06,0.79359962
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,2.44141E-06,0.864662164
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,6.10352E-07,0.917500933
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,2,1.52588E-07,0.935113856
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,0.01,0.000368344
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,0.0025,0.006786575
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,0.000625,0.000913123
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,0.00015625,0.139274443
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,3.90625E-05,0.498048665
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,9.76563E-06,0.713985136
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,2.44141E-06,1.009739709
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,6.10352E-07,1.019106119
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 5,3,1.52588E-07,0.998642549
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,0.01,0.00030888
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,0.0025,0.00054556
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,0.000625,0.072610039
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,0.00015625,0.379227799
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,3.90625E-05,0.668571429
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,9.76563E-06,0.866409266
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,2.44141E-06,1.149034749
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,6.10352E-07,0.978378378
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,1,1.52588E-07,1.030888031
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,0.01,0.000313514
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,0.0025,0.000689421
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,0.000625,0.087181467
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,0.00015625,0.398918919
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,3.90625E-05,0.894208494
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,9.76563E-06,0.884169884
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,2.44141E-06,1.132818533
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,6.10352E-07,1.031660232
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,2,1.52588E-07,1.032432432
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,0.01,0.000341004
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,0.0025,0.000869498
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,0.000625,0.168108108
