date,BEI or IntRef,serum,virus,replicate,concentration,fraction infectivity
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,0.00015625,0.442471042
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,3.90625E-05,0.739150579
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,9.76563E-06,1.009266409
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,2.44141E-06,1.199227799
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,6.10352E-07,1.09034749
24.11.01,IntRef,NIBSC 16/284,RSV B1 Replicate 6,3,1.52588E-07,1.092664093
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,0.01,0.000309836
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,0.0025,0.000415327
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,0.000625,0.015452174
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,0.00015625,0.144715555
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,3.90625E-05,0.441278436
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,9.76563E-06,0.769538086
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,2.44141E-06,0.856704197
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,6.10352E-07,0.838775712
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,1,1.52588E-07,0.983392214
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,0.01,0.000314095
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,0.0025,0.000359857
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,0.000625,0.002739789
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,0.00015625,0.143130716
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,3.90625E-05,0.559844158
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,9.76563E-06,0.670683792
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,2.44141E-06,1.048964902
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,6.10352E-07,1.026182851
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,2,1.52588E-07,1.079671146
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,0.01,0.001181695
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,0.0025,0.000301416
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,0.000625,0.0013798
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,0.00015625,0.22504705
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,3.90625E-05,0.585597781
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,9.76563E-06,0.859774821
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,2.44141E-06,1.102453198
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,6.10352E-07,1.09056691
24.11.01,IntRef,NR-4021 ,RSV B1 Replicate 6,3,1.52588E-07,1.126225773
