serum,virus,replicate,concentration,fraction infectivity
serum_12,A2,1,0.002778,0.03105
serum_12,A2,1,0.0009259,0.3214
serum_12,A2,1,0.0003086,0.5176
serum_12,A2,1,0.0001029,0.5705
serum_12,A2,1,3.429e-05,0.8487
serum_12,A2,1,1.143e-05,0.8598
serum_12,A2,1,3.81e-06,0.981
serum_12,A2,2,0.025,0.000308
serum_12,A2,2,0.008333,0.01697
serum_12,A2,2,0.002778,0.04142
serum_12,A2,2,0.0009259,0.3519
serum_12,A2,2,0.0003086,0.5891
serum_12,A2,2,0.0001029,0.7178
serum_12,A2,2,3.429e-05,0.7811
serum_12,A2,2,1.143e-05,0.8598
serum_12,A2,2,3.81e-06,0.8311
serum_13,A2,1,0.025,0.001455
serum_13,A2,1,0.008333,0.003439
serum_13,A2,1,0.002778,0.06589
serum_13,A2,1,0.0009259,0.1887
serum_13,A2,1,0.0003086,0.6923
serum_13,A2,1,0.0001029,0.6474
serum_13,A2,1,3.429e-05,0.8919
serum_13,A2,1,1.143e-05,0.7713
serum_13,A2,1,3.81e-06,0.7703
serum_13,A2,2,0.025,0.0003426
serum_13,A2,2,0.008333,0.000579
serum_13,A2,2,0.002778,0.03133
serum_13,A2,2,0.0009259,0.2419
serum_13,A2,2,0.0003086,0.6043
serum_13,A2,2,0.0001029,0.8773
serum_13,A2,2,3.429e-05,0.8066
serum_13,A2,2,1.143e-05,1.002
serum_13,A2,2,3.81e-06,0.8493
serum_14,A2,1,0.025,0.0003779
serum_14,A2,1,0.008333,0.01096
serum_14,A2,1,0.002778,0.052
serum_14,A2,1,0.0009259,0.2786
serum_14,A2,1,0.0003086,0.4946
serum_14,A2,1,0.0001029,0.733
serum_14,A2,1,3.429e-05,0.7236
serum_14,A2,1,1.143e-05,0.9108
serum_14,A2,1,3.81e-06,0.7815
serum_14,A2,2,0.025,0.000299
serum_14,A2,2,0.008333,0.0007792
serum_14,A2,2,0.002778,0.06004
serum_14,A2,2,0.0009259,0.4087
serum_14,A2,2,0.0003086,0.5944
serum_14,A2,2,0.0001029,0.8673
serum_14,A2,2,3.429e-05,0.7294
serum_14,A2,2,1.143e-05,0.8001
serum_14,A2,2,3.81e-06,0.9949
serum_15,A2,1,0.025,0.0004456
serum_15,A2,1,0.008333,0.01219
serum_15,A2,1,0.002778,0.1467
serum_15,A2,1,0.0009259,0.4246
serum_15,A2,1,0.0003086,0.5539
serum_15,A2,1,0.0001029,0.771
serum_15,A2,1,3.429e-05,0.6596
serum_15,A2,1,1.143e-05,1.03
serum_15,A2,1,3.81e-06,0.9476
serum_15,A2,2,0.025,0.0004275
serum_15,A2,2,0.008333,0.001744
serum_15,A2,2,0.002778,0.1079
serum_15,A2,2,0.0009259,0.3695
serum_15,A2,2,0.0003086,0.613
serum_15,A2,2,0.0001029,0.6699
serum_15,A2,2,3.429e-05,0.7517
serum_15,A2,2,1.143e-05,0.5971
serum_15,A2,2,3.81e-06,0.8251
serum_16,A2,1,0.025,0.05809
serum_16,A2,1,0.008333,0.2354
serum_16,A2,1,0.002778,0.4089
serum_16,A2,1,0.0009259,0.5713
serum_16,A2,1,0.0003086,0.8481
serum_16,A2,1,0.0001029,0.8172
serum_16,A2,1,3.429e-05,0.7847
serum_16,A2,1,1.143e-05,0.9333
serum_16,A2,1,3.81e-06,1.165
serum_16,A2,2,0.025,0.02523
serum_16,A2,2,0.008333,0.2197
serum_16,A2,2,0.002778,0.4021
serum_16,A2,2,0.0009259,0.657
serum_16,A2,2,0.0003086,0.9435
serum_16,A2,2,0.0001029,1.06
serum_16,A2,2,3.429e-05,1.03
serum_16,A2,2,1.143e-05,0.8903
serum_16,A2,2,3.81e-06,0.9781
serum_17,A2,1,0.025,0.06491
serum_17,A2,1,0.008333,0.2172
serum_17,A2,1,0.002778,0.5546
serum_17,A2,1,0.0009259,0.83
serum_17,A2,1,0.0003086,0.9257
serum_17,A2,1,0.0001029,0.9156
serum_17,A2,1,3.429e-05,0.9713
serum_17,A2,1,1.143e-05,0.957
serum_17,A2,1,3.81e-06,0.989
serum_17,A2,2,0.025,0.01778
serum_17,A2,2,0.008333,0.2171
serum_17,A2,2,0.002778,0.5152
serum_17,A2,2,0.0009259,0.8464
serum_17,A2,2,0.0003086,1.073
serum_17,A2,2,0.0001029,1.034
serum_17,A2,2,3.429e-05,0.8937
serum_17,A2,2,1.143e-05,0.9975
serum_17,A2,2,3.81e-06,0.9873
serum_18,A2,1,0.025,0.07388
serum_18,A2,1,0.008333,0.1485
serum_18,A2,1,0.002778,0.5141
serum_18,A2,1,0.0009259,0.5279
serum_18,A2,1,0.0003086,0.9257
serum_18,A2,1,0.0001029,0.9907
serum_18,A2,1,3.429e-05,0.9671
serum_18,A2,1,1.143e-05,0.9122
serum_18,A2,1,3.81e-06,1.03
serum_18,A2,2,0.025,0.05154
serum_18,A2,2,0.008333,0.166
serum_18,A2,2,0.002778,0.6472
serum_18,A2,2,0.0009259,0.8143
serum_18,A2,2,0.0003086,0.9932
serum_18,A2,2,0.0001029,0.9688
serum_18,A2,2,3.429e-05,1.027
serum_18,A2,2,1.143e-05,1.107
serum_18,A2,2,3.81e-06,0.8751
serum_19,A2,1,0.025,0.1428
serum_19,A2,1,0.008333,0.4084
serum_19,A2,1,0.002778,0.7686
serum_19,A2,1,0.0009259,1.031
serum_19,A2,1,0.0003086,0.9245
serum_19,A2,1,0.0001029,1.253
serum_19,A2,1,3.429e-05,0.7985
serum_19,A2,1,1.143e-05,1.134
serum_19,A2,1,3.81e-06,1.075
serum_19,A2,2,0.025,0.1293
serum_19,A2,2,0.008333,0.4806
serum_19,A2,2,0.002778,0.7089
serum_19,A2,2,0.0009259,0.8833
serum_19,A2,2,0.0003086,0.9403
serum_19,A2,2,0.0001029,1.068
serum_19,A2,2,3.429e-05,0.8793
serum_19,A2,2,1.143e-05,1.194
serum_19,A2,2,3.81e-06,1.083
serum_20,A2,1,0.025,0.0003109
serum_20,A2,1,0.008333,0.0004267
serum_20,A2,1,0.002778,0.0006396
serum_20,A2,1,0.0009259,0.0009886
serum_20,A2,1,0.0003086,0.02003
serum_20,A2,1,0.0001029,0.08413
serum_20,A2,1,3.429e-05,0.2941
serum_20,A2,1,1.143e-05,0.6347
serum_20,A2,1,3.81e-06,0.6672
serum_20,A2,2,0.025,0.0008223
serum_20,A2,2,0.008333,0.001794
serum_20,A2,2,0.002778,0.002804
serum_20,A2,2,0.0009259,0.004199
serum_20,A2,2,0.0003086,0.01292
serum_20,A2,2,0.0001029,0.07267
serum_20,A2,2,3.429e-05,0.3633
serum_20,A2,2,1.143e-05,0.6545
serum_20,A2,2,3.81e-06,0.7888
serum_21,A2,1,0.025,0.0002602
serum_21,A2,1,0.008333,0.0002599
serum_21,A2,1,0.002778,0.0007162
serum_21,A2,1,0.0009259,0.01626
serum_21,A2,1,0.0003086,0.1855
serum_21,A2,1,0.0001029,0.4395
serum_21,A2,1,3.429e-05,0.5676
serum_21,A2,1,1.143e-05,0.8413
serum_21,A2,1,3.81e-06,0.892
serum_21,A2,2,0.025,0.0002072
serum_21,A2,2,0.008333,0.0002811
serum_21,A2,2,0.002778,0.0004789
serum_21,A2,2,0.0009259,0.03333
serum_21,A2,2,0.0003086,0.1466
serum_21,A2,2,0.0001029,0.402
serum_21,A2,2,3.429e-05,0.7748
serum_21,A2,2,1.143e-05,0.9546
serum_21,A2,2,3.81e-06,1.065
serum_22,A2,1,0.025,0.0002237
serum_22,A2,1,0.008333,0.00155
serum_22,A2,1,0.002778,0.1763
serum_22,A2,1,0.0009259,0.4787
serum_22,A2,1,0.0003086,0.6217
serum_22,A2,1,0.0001029,0.8124
serum_22,A2,1,3.429e-05,0.8577
serum_22,A2,1,1.143e-05,0.9063
serum_22,A2,1,3.81e-06,0.9241
serum_22,A2,2,0.025,0.000237
serum_22,A2,2,0.008333,0.0008083
serum_22,A2,2,0.002778,0.1094
serum_22,A2,2,0.0009259,0.3816
serum_22,A2,2,0.0003086,0.6498
serum_22,A2,2,0.0001029,0.9703
serum_22,A2,2,3.429e-05,0.9168
serum_22,A2,2,1.143e-05,0.9784
serum_22,A2,2,3.81e-06,1.135
serum_23,A2,1,0.025,0.0002928
serum_23,A2,1,0.008333,0.01333
serum_23,A2,1,0.002778,0.02862
serum_23,A2,1,0.0009259,0.2443
serum_23,A2,1,0.0003086,0.4263
serum_23,A2,1,0.0001029,0.6041
serum_23,A2,1,3.429e-05,0.7176
serum_23,A2,1,1.143e-05,0.7924
serum_23,A2,1,3.81e-06,0.9185
serum_23,A2,2,0.025,0.0003371
serum_23,A2,2,0.008333,0.000831
serum_23,A2,2,0.002778,0.01728
serum_23,A2,2,0.0009259,0.2007
serum_23,A2,2,0.0003086,0.4669
serum_23,A2,2,0.0001029,0.5161
serum_23,A2,2,3.429e-05,0.8512
serum_23,A2,2,1.143e-05,0.9023
serum_23,A2,2,3.81e-06,1.097
serum_24,A2,1,0.025,0.0002908
serum_24,A2,1,0.008333,0.0003624
serum_24,A2,1,0.002778,0.00316
serum_24,A2,1,0.0009259,0.106
serum_24,A2,1,0.0003086,0.3302
serum_24,A2,1,0.0001029,0.5863
serum_24,A2,1,3.429e-05,0.6056
serum_24,A2,1,1.143e-05,0.69
serum_24,A2,1,3.81e-06,0.9282
serum_24,A2,2,0.025,0.0003216
serum_24,A2,2,0.008333,0.0004194
serum_24,A2,2,0.002778,0.01082
serum_24,A2,2,0.0009259,0.2009
serum_24,A2,2,0.0003086,0.4243
serum_24,A2,2,0.0001029,0.6019
serum_24,A2,2,3.429e-05,0.5783
serum_24,A2,2,1.143e-05,0.8086
serum_24,A2,2,3.81e-06,0.9217
serum_25,A2,1,0.025,0.001824
serum_25,A2,1,0.008333,0.0006973
serum_25,A2,1,0.002778,0.03473
serum_25,A2,1,0.0009259,0.19
serum_25,A2,1,0.0003086,0.5866
serum_25,A2,1,0.0001029,0.5609
serum_25,A2,1,3.429e-05,0.8571
serum_25,A2,1,1.143e-05,0.841
serum_25,A2,1,3.81e-06,1.036
serum_25,A2,2,0.025,0.0002762
serum_25,A2,2,0.008333,0.000599
serum_25,A2,2,0.002778,0.001386
serum_25,A2,2,0.0009259,0.1995
serum_25,A2,2,0.0003086,0.4757
serum_25,A2,2,0.0001029,0.714
serum_25,A2,2,3.429e-05,0.8483
serum_25,A2,2,1.143e-05,0.8877
serum_25,A2,2,3.81e-06,1.019
serum_26,A2,1,0.025,0.0005959
serum_26,A2,1,0.008333,0.01599
serum_26,A2,1,0.002778,0.1715
serum_26,A2,1,0.0009259,0.43
serum_26,A2,1,0.0003086,0.7137
serum_26,A2,1,0.0001029,0.7897
serum_26,A2,1,3.429e-05,1.026
serum_26,A2,1,1.143e-05,0.8201
serum_26,A2,1,3.81e-06,1.244
serum_26,A2,2,0.025,0.0003096
serum_26,A2,2,0.008333,0.02337
serum_26,A2,2,0.002778,0.1455
serum_26,A2,2,0.0009259,0.449
serum_26,A2,2,0.0003086,0.5327
serum_26,A2,2,0.0001029,0.8659
serum_26,A2,2,3.429e-05,0.8579
serum_26,A2,2,1.143e-05,0.7959
serum_26,A2,2,3.81e-06,0.9118
serum_27,A2,1,0.025,0.01544
serum_27,A2,1,0.008333,0.1006
serum_27,A2,1,0.002778,0.4331
serum_27,A2,1,0.0009259,0.9013
serum_27,A2,1,0.0003086,0.9785
serum_27,A2,1,0.0001029,0.8692
serum_27,A2,1,3.429e-05,0.8989
serum_27,A2,1,1.143e-05,0.8708
serum_27,A2,1,3.81e-06,0.9624
serum_27,A2,2,0.025,0.01401
serum_27,A2,2,0.008333,0.09906
serum_27,A2,2,0.002778,0.4004
serum_27,A2,2,0.0009259,0.7039
serum_27,A2,2,0.0003086,0.7611
serum_27,A2,2,0.0001029,0.7481
serum_27,A2,2,3.429e-05,0.9447
serum_27,A2,2,1.143e-05,0.9817
serum_27,A2,2,3.81e-06,1.081
serum_28,A2,1,0.025,0.03468
serum_28,A2,1,0.008333,0.1126
serum_28,A2,1,0.002778,0.4173
serum_28,A2,1,0.0009259,0.5211
serum_28,A2,1,0.0003086,0.6618
serum_28,A2,1,0.0001029,0.7471
serum_28,A2,1,3.429e-05,0.7632
serum_28,A2,1,1.143e-05,0.9091
serum_28,A2,1,3.81e-06,0.9514
serum_28,A2,2,0.025,0.04449
serum_28,A2,2,0.008333,0.2967
serum_28,A2,2,0.002778,0.5287
serum_28,A2,2,0.0009259,0.5774
serum_28,A2,2,0.0003086,0.6804
serum_28,A2,2,0.0001029,0.8485
serum_28,A2,2,3.429e-05,0.7784
serum_28,A2,2,1.143e-05,0.8126
serum_28,A2,2,3.81e-06,0.8915
