date,BEI or IntRef,serum,virus,replicate,concentration,fraction infectivity
24.11.01,IntRef,NIBSC 16/284,RSV A2 Replicate 6,3,0.00015625,0.253934446
24.11.01,IntRef,NIBSC 16/284,RSV A2 Replicate 6,3,3.90625E-05,0.606555437
24.11.01,IntRef,NIBSC 16/284,RSV A2 Replicate 6,3,9.76563E-06,1.130162111
24.11.01,IntRef,NIBSC 16/284,RSV A2 Replicate 6,3,2.44141E-06,0.801088629
24.11.01,IntRef,NIBSC 16/284,RSV A2 Replicate 6,3,6.10352E-07,0.937640516
24.11.01,IntRef,NIBSC 16/284,RSV A2 Replicate 6,3,1.52588E-07,1.066855993
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,0.01,0.000174054
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,0.0025,0.000255928
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,0.000625,0.000655422
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,0.00015625,0.10703755
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,3.90625E-05,0.321341667
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,9.76563E-06,0.513717258
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,2.44141E-06,1.074526456
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,6.10352E-07,0.934252588
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,1,1.52588E-07,0.93840355
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,0.01,0.000222148
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,0.0025,0.00019853
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,0.000625,0.000377022
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,0.00015625,0.033694356
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,3.90625E-05,0.334080824
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,9.76563E-06,0.869984255
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,2.44141E-06,0.804857102
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,6.10352E-07,0.888878286
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,2,1.52588E-07,1.175294623
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,0.01,0.000145856
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,0.0025,0.000231595
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,0.000625,0.000164607
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,0.00015625,0.043470585
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,3.90625E-05,0.331361229
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,9.76563E-06,0.648265662
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,2.44141E-06,0.925091846
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,6.10352E-07,1.062646119
24.11.01,IntRef,NR-4021 ,RSV A2 Replicate 6,3,1.52588E-07,0.847511809
