,serum,virus,replicate,nreplicates,ic50,ic50_bound,ic50_str,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
0,85_1,RSV B N201T,average,2,0.0017575218178125511,interpolated,0.00176,0.0017575218178125511,0.0017575218178125511,interpolated,1.8631863177643642,1.0,0.0,0.9518462867454138,0.08493599527785847
1,85_1,RSV B N201S,average,2,0.0006470635383629946,interpolated,0.000647,0.0006470635383629946,0.0006470635383629946,interpolated,0.9566506439776647,1.0,0.0,0.9184913246316804,0.09997965267413675
2,85_1,RSV B 1992,average,2,0.0008865117245449481,interpolated,0.000887,0.0008865117245449481,0.0008865117245449481,interpolated,1.3763824544934908,1.0,0.0,0.9762090196527087,0.06072631124548136
3,85_1,RSV B 2019,average,2,0.0006561722295692888,interpolated,0.000656,0.0006561722295692888,0.0006561722295692888,interpolated,1.4090650739897386,1.0,0.0,0.98593351456873,0.04879481578037728
4,85_1,RSV B 1982,average,2,0.0005624323160838969,interpolated,0.000562,0.0005624323160838969,0.0005624323160838969,interpolated,0.9593014568404018,1.0,0.0,0.7446271493287899,0.2121695030080565
5,85_1,RSV B 2024,average,2,0.00041515885609765885,interpolated,0.000415,0.00041515885609765885,0.00041515885609765885,interpolated,0.6978234668070104,1.0,0.0,0.9480373826039551,0.0759329037152606
6,85_1,RSV A 1982,average,2,0.0005029164403506976,interpolated,0.000503,0.0005029164403506976,0.0005029164403506976,interpolated,1.2932150119316173,1.0,0.0,0.9441301998323376,0.09450228453889455
7,85_1,RSV A 2020,average,2,0.0004481180053697545,interpolated,0.000448,0.0004481180053697545,0.0004481180053697545,interpolated,1.4897545008684887,1.0,0.0,0.9573070310601771,0.10018229406007809
8,85_2,RSV B N201T,average,2,0.0023207032907161056,interpolated,0.00232,0.0023207032907161056,0.0023207032907161056,interpolated,2.452585843333902,1.0,0.0,0.829725394147051,0.17712725188423378
9,85_2,RSV B N201S,average,2,0.0011885830468318758,interpolated,0.00119,0.0011885830468318758,0.0011885830468318758,interpolated,0.7275402557614498,1.0,0.0,0.9718119989412831,0.050604786594581105
10,85_2,RSV B 1982,average,2,0.0014207556221510064,interpolated,0.00142,0.0014207556221510064,0.0014207556221510064,interpolated,2.733523791676048,1.0,0.0,0.7047153898344977,0.1768486408556639
11,85_2,RSV B 1992,average,2,0.000965522718761414,interpolated,0.000966,0.000965522718761414,0.000965522718761414,interpolated,1.193036966298721,1.0,0.0,0.9866676561955569,0.047037127379002126
12,85_2,RSV B 2019,average,2,0.0010715380142411611,interpolated,0.00107,0.0010715380142411611,0.0010715380142411611,interpolated,1.9933377100424017,1.0,0.0,0.9834457988650088,0.05901703915925958
13,85_2,RSV B 2024,average,2,0.0006323176074867748,interpolated,0.000632,0.0006323176074867748,0.0006323176074867748,interpolated,0.8635297313779227,1.0,0.0,0.9875816845736307,0.04069315422168851
14,85_2,RSV A 1982,average,2,0.0020177655099584547,interpolated,0.00202,0.0020177655099584547,0.0020177655099584547,interpolated,1.55441966644208,1.0,0.0,0.9189656897284083,0.11465620806967501
15,85_2,RSV A 2020,average,2,0.0020030770979302605,interpolated,0.002,0.0020030770979302605,0.0020030770979302605,interpolated,1.6850223209430815,1.0,0.0,0.80329267565559,0.22771555167830868
16,85_4,RSV B N201T,average,2,0.0035407102884744005,interpolated,0.00354,0.0035407102884744005,0.0035407102884744005,interpolated,3.037570392459403,1.0,0.0,0.8148670503197144,0.15663961359757916
17,85_4,RSV B N201S,average,2,0.004658482598714626,interpolated,0.00466,0.004658482598714626,0.004658482598714626,interpolated,1.2381020125512872,1.0,0.0,0.9138701423776582,0.07956394034955153
18,85_4,RSV B 1982,average,2,0.0014694521152020482,interpolated,0.00147,0.0014694521152020482,0.0014694521152020482,interpolated,1.1332119296021246,1.0,0.0,0.897064585555882,0.10249616655943117
19,85_4,RSV B 1992,average,2,0.0010573879830955255,interpolated,0.00106,0.0010573879830955255,0.0010573879830955255,interpolated,2.476856289887248,1.0,0.0,0.9288442025022764,0.13593453669478667
20,85_4,RSV B 2019,average,2,0.0016995695308743592,interpolated,0.0017,0.0016995695308743592,0.0016995695308743592,interpolated,1.7251492332507272,1.0,0.0,0.9910699643310432,0.03957082209029112
21,85_4,RSV B 2024,average,2,0.0030248285774550792,interpolated,0.00302,0.0030248285774550792,0.0030248285774550792,interpolated,0.9920197046113332,1.0,0.0,0.9571885621602324,0.06393099184355988
22,85_4,RSV A 1982,average,2,0.0015465712709117035,interpolated,0.00155,0.0015465712709117035,0.0015465712709117035,interpolated,1.7255172346555059,1.0,0.0,0.7970594865395728,0.17885193279570724
