,serum,virus,replicate,nreplicates,ic50,ic50_bound,ic50_str,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
37,86_2,RSV B 2019,average,2,0.00037225072242131225,interpolated,0.000372,0.00037225072242131225,0.00037225072242131225,interpolated,1.4473655299221182,1.0,0.0,0.9858036144218382,0.04937959211969131
38,86_2,RSV B 1982,average,2,0.0004783179797376743,interpolated,0.000478,0.0004783179797376743,0.0004783179797376743,interpolated,0.919011845898432,1.0,0.0,0.9030250109723402,0.12272307001091613
39,86_2,RSV B 2024,average,2,0.00045874565014222027,interpolated,0.000459,0.00045874565014222027,0.00045874565014222027,interpolated,1.2238364643945954,1.0,0.0,0.9906379355422619,0.03972121145588165
40,86_2,RSV A 1982,average,2,0.00031501133614628775,interpolated,0.000315,0.00031501133614628775,0.00031501133614628775,interpolated,1.3847150771097605,1.0,0.0,0.9834452546874379,0.05526916256206314
41,86_2,RSV A 2020,average,2,0.00018621101052846223,interpolated,0.000186,0.00018621101052846223,0.00018621101052846223,interpolated,0.9165847221359247,1.0,0.0,0.9800348613835689,0.052622019145247764
42,86_4,RSV B N201T,average,2,0.00019646045643623958,interpolated,0.000196,0.00019646045643623958,0.00019646045643623958,interpolated,1.1729299972110745,1.0,0.0,0.9864260534687617,0.045960748756603484
43,86_4,RSV B 1992,average,2,0.0002791037765566384,interpolated,0.000279,0.0002791037765566384,0.0002791037765566384,interpolated,1.4780927900547767,1.0,0.0,0.9540421366830868,0.08190188536790008
44,86_4,RSV B 2019,average,2,0.00020995792863239142,interpolated,0.00021,0.00020995792863239142,0.00020995792863239142,interpolated,1.8079122905354201,1.0,0.0,0.9524447679769543,0.10977043470572129
45,86_4,RSV B 1982,average,2,0.0002936970205482107,interpolated,0.000294,0.0002936970205482107,0.0002936970205482107,interpolated,0.9935119847763321,1.0,0.0,0.8964618012812543,0.11641220224989456
46,86_4,RSV B 2024,average,2,0.0001308932955304709,interpolated,0.000131,0.0001308932955304709,0.0001308932955304709,interpolated,0.9463186588236939,1.0,0.0,0.9948437002222356,0.026777299049429316
47,86_4,RSV A 1982,average,2,0.0004738461236585299,interpolated,0.000474,0.0004738461236585299,0.0004738461236585299,interpolated,1.0784374329079476,1.0,0.0,0.9883982802445225,0.041609779894945416
48,86_4,RSV A 2020,average,2,0.0002407800820991045,interpolated,0.000241,0.0002407800820991045,0.0002407800820991045,interpolated,0.8550027266557048,1.0,0.0,0.9879484740782309,0.04058514672612383
49,86_6,RSV B N201T,average,2,0.0004444342093974294,interpolated,0.000444,0.0004444342093974294,0.0004444342093974294,interpolated,1.0474144659227391,1.0,0.0,0.9916551127096351,0.03484072240719809
50,86_6,RSV B 1992,average,2,0.0004471272218456916,interpolated,0.000447,0.0004471272218456916,0.0004471272218456916,interpolated,1.2587333908843992,1.0,0.0,0.9813121110368375,0.051841182510128564
51,86_6,RSV B 2019,average,2,0.0005161917579794261,interpolated,0.000516,0.0005161917579794261,0.0005161917579794261,interpolated,1.9011952330040096,1.0,0.0,0.920143519518946,0.1411358184754344
52,86_6,RSV B 1982,average,2,0.000527213054049507,interpolated,0.000527,0.000527213054049507,0.000527213054049507,interpolated,1.56911224171057,1.0,0.0,0.9093823977019617,0.13386639232930406
53,86_6,RSV B 2024,average,2,0.00010508960900135638,interpolated,0.000105,0.00010508960900135638,0.00010508960900135638,interpolated,0.6041250568105164,1.0,0.0,0.9352179885291801,0.07988351853633213
54,86_6,RSV A 1982,average,2,0.0005344836514846412,interpolated,0.000534,0.0005344836514846412,0.0005344836514846412,interpolated,1.281961813260347,1.0,0.0,0.9788822379385673,0.059973468118224474
55,86_6,RSV A 2020,average,2,0.00023606380944105523,interpolated,0.000236,0.00023606380944105523,0.00023606380944105523,interpolated,0.7797473826930985,1.0,0.0,0.9525905378790578,0.07708957625610163
56,85_3,RSV B N201T,average,2,0.00011687425933342894,interpolated,0.000117,0.00011687425933342894,0.00011687425933342894,interpolated,1.0620645435222362,1.0,0.0,0.9930932650770935,0.0331961887280627
57,85_3,RSV B 1992,average,2,0.00017413984642578164,interpolated,0.000174,0.00017413984642578164,0.00017413984642578164,interpolated,1.928849469224017,1.0,0.0,0.9897397747102035,0.04769675241691781
58,85_3,RSV B 2019,average,2,0.00012201939935711058,interpolated,0.000122,0.00012201939935711058,0.00012201939935711058,interpolated,1.9090707614546487,1.0,0.0,0.9398075334600844,0.1272184897640554
59,85_3,RSV B 1982,average,2,0.00015200003728998589,interpolated,0.000152,0.00015200003728998589,0.00015200003728998589,interpolated,1.5575754263226012,1.0,0.0,0.9520204533033786,0.09478370627409763
60,85_3,RSV B 2024,average,2,9.138548057010885e-05,interpolated,9.14e-05,9.138548057010885e-05,9.138548057010885e-05,interpolated,0.9862505170372696,1.0,0.0,0.9868410322788169,0.043238873092289326
61,85_3,RSV A 1982,average,2,0.0002719015462826717,interpolated,0.000272,0.0002719015462826717,0.0002719015462826717,interpolated,1.252646014729054,1.0,0.0,0.9765362729897104,0.060958148532757724
62,85_3,RSV A 2020,average,2,0.00011637048734528439,interpolated,0.000116,0.00011637048734528439,0.00011637048734528439,interpolated,0.9190008968050906,1.0,0.0,0.9895763621476076,0.03692203455723854
63,87_4,RSV B N201T,average,2,0.00029122140966815284,interpolated,0.000291,0.00029122140966815284,0.00029122140966815284,interpolated,1.3681010025528488,1.0,0.0,0.9990773696065938,0.012509686476278785
64,87_4,RSV B 1992,average,2,0.0003665875362798358,interpolated,0.000367,0.0003665875362798358,0.0003665875362798358,interpolated,2.214513844087424,1.0,0.0,0.9511082597324281,0.1086599095295995
65,87_4,RSV B 2019,average,2,0.0002743300861227806,interpolated,0.000274,0.0002743300861227806,0.0002743300861227806,interpolated,1.7304074741589917,1.0,0.0,0.9390682751568906,0.12494266375966036
66,87_4,RSV B 1982,average,2,0.00028026794595665497,interpolated,0.00028,0.00028026794595665497,0.00028026794595665497,interpolated,1.0363089140437747,1.0,0.0,0.8981168324078024,0.13169597184079995
67,87_4,RSV B 2024,average,2,0.00019834245908255445,interpolated,0.000198,0.00019834245908255445,0.00019834245908255445,interpolated,1.0124137130113493,1.0,0.0,0.968627413129216,0.065832125873178
68,87_4,RSV A 1982,average,2,0.00045879162097022056,interpolated,0.000459,0.00045879162097022056,0.00045879162097022056,interpolated,1.3368896182038497,1.0,0.0,0.9952238441072153,0.02941769040420297
69,87_4,RSV A 2020,average,2,0.00035933385367317456,interpolated,0.000359,0.00035933385367317456,0.00035933385367317456,interpolated,1.0679501411688759,1.0,0.0,0.9969671993933057,0.021893922132894785
70,85_7,RSV B N201T,average,2,0.00017778999238128037,interpolated,0.000178,0.00017778999238128037,0.00017778999238128037,interpolated,1.3408751228968938,1.0,0.0,0.9904560733420283,0.04302986818870766
71,85_7,RSV B 1992,average,2,0.0002560486878389245,interpolated,0.000256,0.0002560486878389245,0.0002560486878389245,interpolated,1.8925233005396,1.0,0.0,0.9599361234106673,0.09496331926774906
72,85_7,RSV B 2019,average,2,0.00019747111581549503,interpolated,0.000197,0.00019747111581549503,0.00019747111581549503,interpolated,1.7070028013296439,1.0,0.0,0.9744802935635021,0.0742971552827698
73,85_7,RSV B 1982,average,2,0.00024033431602269494,interpolated,0.00024,0.00024033431602269494,0.00024033431602269494,interpolated,1.3221237067859726,1.0,0.0,0.9459389987301767,0.09415236311915927
74,85_7,RSV B 2024,average,2,8.944569491183133e-05,interpolated,8.94e-05,8.944569491183133e-05,8.944569491183133e-05,interpolated,0.7200228215759075,1.0,0.0,0.9631412654135544,0.06358523559184452
75,85_7,RSV A 1982,average,2,0.0003633166167031337,interpolated,0.000363,0.0003633166167031337,0.0003633166167031337,interpolated,1.1360943126779686,1.0,0.0,0.9710193365624532,0.06594933308438654
76,85_7,RSV A 2020,average,2,0.000227196478636224,interpolated,0.000227,0.000227196478636224,0.000227196478636224,interpolated,0.9396413642408185,1.0,0.0,0.9536085727733579,0.07992107068283459
77,85_8,RSV B N201T,average,2,0.00021430622377336203,interpolated,0.000214,0.00021430622377336203,0.00021430622377336203,interpolated,1.3482560322648465,1.0,0.0,0.9928089972786773,0.034694041294299996
78,85_8,RSV B 1992,average,2,0.00016564975230872928,interpolated,0.000166,0.00016564975230872928,0.00016564975230872928,interpolated,0.9641943495759437,1.0,0.0,0.9478194702586961,0.0828913846704183
79,85_8,RSV B 2019,average,2,0.00016794307087243763,interpolated,0.000168,0.00016794307087243763,0.00016794307087243763,interpolated,1.5723166492802019,1.0,0.0,0.9932124556754272,0.03690807843659849
80,85_8,RSV B 1982,average,2,0.00013596981674602587,interpolated,0.000136,0.00013596981674602587,0.00013596981674602587,interpolated,0.6853328534892728,1.0,0.0,0.8684972383347903,0.12092020454173646
81,85_8,RSV B 2024,average,2,0.00017620734826296545,interpolated,0.000176,0.00017620734826296545,0.00017620734826296545,interpolated,1.104914194627964,1.0,0.0,0.9955134758576355,0.0264666543233641
82,85_8,RSV A 1982,average,2,0.00016399447876685116,interpolated,0.000164,0.00016399447876685116,0.00016399447876685116,interpolated,1.242018848269408,1.0,0.0,0.9462944985879902,0.08700636333257927
83,85_8,RSV A 2020,average,2,0.00013178875184646156,interpolated,0.000132,0.00013178875184646156,0.00013178875184646156,interpolated,0.9274362689712462,1.0,0.0,0.9689670162847585,0.06332283972799652
84,86_7,RSV B N201T,average,2,0.0005594811586261673,interpolated,0.000559,0.0005594811586261673,0.0005594811586261673,interpolated,1.3565445632019908,1.0,0.0,0.9966779510183673,0.02300341496098705
85,86_7,RSV B 1992,average,2,0.00028338083532137437,interpolated,0.000283,0.00028338083532137437,0.00028338083532137437,interpolated,1.0537615976006875,1.0,0.0,0.9225443566427095,0.09889445272582462
86,86_7,RSV B 2019,average,2,0.0003179238403767248,interpolated,0.000318,0.0003179238403767248,0.0003179238403767248,interpolated,1.4446223419403494,1.0,0.0,0.993057338792094,0.035326597464159226
87,86_7,RSV B 1982,average,2,0.0002503540062640783,interpolated,0.00025,0.0002503540062640783,0.0002503540062640783,interpolated,0.691014517277001,1.0,0.0,0.8701069285580876,0.12196114247747658
88,86_7,RSV B 2024,average,2,0.00025092561589223466,interpolated,0.000251,0.00025092561589223466,0.00025092561589223466,interpolated,1.02543669789836,1.0,0.0,0.9927298903049937,0.032753283335136135
89,86_7,RSV A 1982,average,2,0.0007355501457166204,interpolated,0.000736,0.0007355501457166204,0.0007355501457166204,interpolated,1.3302026251293477,1.0,0.0,0.9669663932314377,0.07287393020589605
90,86_7,RSV A 2020,average,2,0.0007147618817460711,interpolated,0.000715,0.0007147618817460711,0.0007147618817460711,interpolated,1.3610862579163518,1.0,0.0,0.9778721247709509,0.06469722626929937
91,86_8,RSV B N201T,average,2,0.0010536170527310606,interpolated,0.00105,0.0010536170527310606,0.0010536170527310606,interpolated,1.520436081369459,1.0,0.0,0.9677106699911704,0.07370639021733055
92,86_8,RSV B 1992,average,2,0.0003166668191990335,interpolated,0.000317,0.0003166668191990335,0.0003166668191990335,interpolated,1.058115074528428,1.0,0.0,0.8853692808123803,0.12364051404087534
93,86_8,RSV B 2019,average,2,0.0004538003584898646,interpolated,0.000454,0.0004538003584898646,0.0004538003584898646,interpolated,1.4045960188293025,1.0,0.0,0.9689893114760477,0.0698308178214204
94,86_8,RSV B 1982,average,2,0.00032855662778086866,interpolated,0.000329,0.00032855662778086866,0.00032855662778086866,interpolated,1.0358835926177508,1.0,0.0,0.9036106294601529,0.11122333442473269
95,86_8,RSV B 2024,average,2,0.0002545982048797247,interpolated,0.000255,0.0002545982048797247,0.0002545982048797247,interpolated,0.6663941037190901,1.0,0.0,0.9418167506400745,0.07950762777765434
96,86_8,RSV A 1982,average,2,0.0010282986420522872,interpolated,0.00103,0.0010282986420522872,0.0010282986420522872,interpolated,1.3485204008702156,1.0,0.0,0.9244687617212867,0.10004721439487274
97,86_8,RSV A 2020,average,2,0.0004424437398187169,interpolated,0.000442,0.0004424437398187169,0.0004424437398187169,interpolated,0.8778961873553276,1.0,0.0,0.9694474414798591,0.06833191739961601
98,86_9,RSV B N201T,average,2,5.3411949539962006e-05,interpolated,5.34e-05,5.3411949539962006e-05,5.3411949539962006e-05,interpolated,1.4574187005538721,1.0,0.0,0.9922610016750972,0.038224777092136786
99,86_9,RSV B 1992,average,2,2.1852294783669094e-05,interpolated,2.19e-05,2.1852294783669094e-05,2.1852294783669094e-05,interpolated,0.7568554541048546,1.0,0.0,0.9060794363826836,0.10140433319162899
100,86_9,RSV B 2019,average,2,2.3540750116382862e-05,interpolated,2.35e-05,2.3540750116382862e-05,2.3540750116382862e-05,interpolated,1.8372680853715555,1.0,0.0,0.9979773644194926,0.0186855968972009
101,86_9,RSV B 1982,average,2,3.27973295784376e-05,interpolated,3.28e-05,3.27973295784376e-05,3.27973295784376e-05,interpolated,1.2088223505282514,1.0,0.0,0.9567827826847808,0.07690378299756809
102,86_9,RSV B 2024,average,2,2.597010198814889e-05,interpolated,2.6e-05,2.597010198814889e-05,2.597010198814889e-05,interpolated,1.1336507116493115,1.0,0.0,0.9955347193130231,0.021730705895762807
103,86_9,RSV A 1982,average,2,9.399571168594714e-05,interpolated,9.4e-05,9.399571168594714e-05,9.399571168594714e-05,interpolated,1.0847324630109194,1.0,0.0,0.9537828756510998,0.07849334231724944
104,86_9,RSV A 2020,average,2,6.408906529720077e-05,interpolated,6.41e-05,6.408906529720077e-05,6.408906529720077e-05,interpolated,0.9213246646073507,1.0,0.0,0.9912019337735004,0.03276691018129067
105,86_10,RSV B N201T,average,2,0.001826834073872409,interpolated,0.00183,0.001826834073872409,0.001826834073872409,interpolated,1.9291805586933064,1.0,0.0,0.9085251329691295,0.12334384207370395
106,86_10,RSV B 1992,average,2,0.0006250131218761114,interpolated,0.000625,0.0006250131218761114,0.0006250131218761114,interpolated,1.5573236197619498,1.0,0.0,0.9890429451404744,0.041249752849814914
107,86_10,RSV B 2019,average,2,0.000855930694849065,interpolated,0.000856,0.000855930694849065,0.000855930694849065,interpolated,1.7599295284663692,1.0,0.0,0.9653062816823418,0.08172318123088745
108,86_10,RSV B 1982,average,2,0.000570111928069939,interpolated,0.00057,0.000570111928069939,0.000570111928069939,interpolated,1.1310401748710466,1.0,0.0,0.7965131939084167,0.20408202059743083
109,86_10,RSV B 2024,average,2,0.0012862634619904424,interpolated,0.00129,0.0012862634619904424,0.0012862634619904424,interpolated,1.1529347772865501,1.0,0.0,0.9733782376212519,0.05963302862470255
110,86_10,RSV A 1982,average,2,0.00101715802799967,interpolated,0.00102,0.00101715802799967,0.00101715802799967,interpolated,2.0964865476981602,1.0,0.0,0.9044649583911395,0.1625445399913169
111,86_10,RSV A 2020,average,2,0.0008536539756467185,interpolated,0.000854,0.0008536539756467185,0.0008536539756467185,interpolated,1.6548686070065268,1.0,0.0,0.9752046781771297,0.06725188294084657
112,86_12,RSV B N201T,average,2,0.003587197484389237,interpolated,0.00359,0.003587197484389237,0.003587197484389237,interpolated,2.5977585942309322,1.0,0.0,0.6652658699611065,0.23939410292409322
113,86_12,RSV B 1992,average,2,0.0023538525114498777,interpolated,0.00235,0.0023538525114498777,0.0023538525114498777,interpolated,2.282860558773599,1.0,0.0,0.8863563828091965,0.1134528272062219
114,86_12,RSV B 2019,average,2,0.0018230370706911131,interpolated,0.00182,0.0018230370706911131,0.0018230370706911131,interpolated,2.1709457635340814,1.0,0.0,0.9087662825574465,0.12430388180313624
115,86_12,RSV B 1982,average,2,0.0016731671665477137,interpolated,0.00167,0.0016731671665477137,0.0016731671665477137,interpolated,1.9053020749854805,1.0,0.0,0.8191837836728251,0.1639823133217136
116,86_12,RSV B 2024,average,2,0.0013157249001850045,interpolated,0.00132,0.0013157249001850045,0.0013157249001850045,interpolated,0.8293494442275304,1.0,0.0,0.9628688437603066,0.06369923097355316
117,86_12,RSV A 1982,average,2,0.0030626601731256644,interpolated,0.00306,0.0030626601731256644,0.0030626601731256644,interpolated,2.685588358714138,1.0,0.0,0.8918100235167383,0.15789960271590872
118,86_12,RSV A 2020,average,2,0.0013677043632402634,interpolated,0.00137,0.0013677043632402634,0.0013677043632402634,interpolated,1.4229084457104995,1.0,0.0,0.9804652533840172,0.055302555852878146
119,87_7,RSV B N201T,average,2,0.00048020957227122216,interpolated,0.00048,0.00048020957227122216,0.00048020957227122216,interpolated,2.452320161283824,1.0,0.0,0.9173498679462895,0.14811569274135494
120,87_7,RSV B 1992,average,2,0.00029001994019426297,interpolated,0.00029,0.00029001994019426297,0.00029001994019426297,interpolated,1.4531601539154513,1.0,0.0,0.9864150001157024,0.04939765151393025
121,87_7,RSV B 2019,average,2,0.00025792812947512543,interpolated,0.000258,0.00025792812947512543,0.00025792812947512543,interpolated,2.1328055927820277,1.0,0.0,0.9398910636641189,0.12794461285542322
122,87_7,RSV B 1982,average,2,0.00037678260235226283,interpolated,0.000377,0.00037678260235226283,0.00037678260235226283,interpolated,1.4596823066610491,1.0,0.0,0.8746083278033183,0.16389699947725328
123,87_7,RSV B 2024,average,2,0.0001957762444314679,interpolated,0.000196,0.0001957762444314679,0.0001957762444314679,interpolated,1.4220198364114585,1.0,0.0,0.9864691144292739,0.050689800187746284
124,87_7,RSV A 1982,average,2,0.00017184022673503513,interpolated,0.000172,0.00017184022673503513,0.00017184022673503513,interpolated,1.935841468737575,1.0,0.0,0.9935172075965414,0.035715617073414335
125,87_7,RSV A 2020,average,2,0.00011804320067317134,interpolated,0.000118,0.00011804320067317134,0.00011804320067317134,interpolated,1.2539531692088925,1.0,0.0,0.994385491389931,0.02944806955026021
126,87_8,RSV B N201T,average,2,0.0002934409893807378,interpolated,0.000293,0.0002934409893807378,0.0002934409893807378,interpolated,1.1115238262690716,1.0,0.0,0.9734080053121478,0.06086878265258507
127,87_8,RSV B 1992,average,2,0.0002990192591834494,interpolated,0.000299,0.0002990192591834494,0.0002990192591834494,interpolated,1.5558265308157269,1.0,0.0,0.9749222164322111,0.0723397274057471
128,87_8,RSV B 2019,average,2,0.000329118413529154,interpolated,0.000329,0.000329118413529154,0.000329118413529154,interpolated,1.6433304576550818,1.0,0.0,0.9779583590021937,0.06833701531574787
129,87_8,RSV B 1982,average,2,0.0003316302598348397,interpolated,0.000332,0.0003316302598348397,0.0003316302598348397,interpolated,1.2583674728393388,1.0,0.0,0.8328447324538731,0.19783001484030058
130,87_8,RSV B 2024,average,2,0.0002449528199874269,interpolated,0.000245,0.0002449528199874269,0.0002449528199874269,interpolated,1.0391461616971336,1.0,0.0,0.9867026728281665,0.0445691581818487
131,87_8,RSV A 1982,average,2,0.0003436246815943751,interpolated,0.000344,0.0003436246815943751,0.0003436246815943751,interpolated,1.3785443109119846,1.0,0.0,0.9651132744725391,0.07515540450257131
132,87_8,RSV A 2020,average,2,0.00016948633172885253,interpolated,0.000169,0.00016948633172885253,0.00016948633172885253,interpolated,1.1586701229321597,1.0,0.0,0.990203654400941,0.039896089329888355
133,87_9,RSV B N201T,average,2,0.00025108985795387897,interpolated,0.000251,0.00025108985795387897,0.00025108985795387897,interpolated,1.4668043142312015,1.0,0.0,0.9810795253285285,0.06143933915830807
134,87_9,RSV B 1992,average,2,7.538141624191815e-05,interpolated,7.54e-05,7.538141624191815e-05,7.538141624191815e-05,interpolated,1.159662271305792,1.0,0.0,0.9519009580486876,0.09760678096963687
135,87_9,RSV B 2019,average,2,0.00014992950107785375,interpolated,0.00015,0.00014992950107785375,0.00014992950107785375,interpolated,1.8391663521227082,1.0,0.0,0.9958562193397796,0.02899194222044633
136,87_9,RSV B 1982,average,2,0.00014633811750571992,interpolated,0.000146,0.00014633811750571992,0.00014633811750571992,interpolated,1.1913270001324894,1.0,0.0,0.9077555246924776,0.1481420023688389
137,87_9,RSV B 2024,average,2,0.0001239387573926008,interpolated,0.000124,0.0001239387573926008,0.0001239387573926008,interpolated,1.2699441738220685,1.0,0.0,0.9898603014216462,0.03965930880398961
138,87_9,RSV A 1982,average,2,7.05243403773331e-05,interpolated,7.05e-05,7.05243403773331e-05,7.05243403773331e-05,interpolated,1.3378071131688485,1.0,0.0,0.975586177539286,0.06016855183220305
139,87_9,RSV A 2020,average,2,5.618473884684639e-05,interpolated,5.62e-05,5.618473884684639e-05,5.618473884684639e-05,interpolated,1.0437949945466873,1.0,0.0,0.9635538688424152,0.06615688073907677
140,BEI_neg,RSV B 1992,average,2,0.01,lower,>0.01,1773892.376545654,0.01,lower,111.78124536181897,1.0,0.0,-0.30125778910364187,0.15415365260385858
