,serum,virus,replicate,nreplicates,ic10,ic10_bound,ic10_str,ic50,ic50_bound,ic50_str,ic90,ic90_bound,ic90_str,ic95,ic95_bound,ic95_str,ic97,ic97_bound,ic97_str,ic98,ic98_bound,ic98_str,ic99,ic99_bound,ic99_str,midpoint,midpoint_bound,midpoint_bound_type,slope,top,bottom,r2,rmsd
0,Pooled Sera,A549 RSV Long,average,2,9.359858975927266e-05,interpolated,9.36e-05,0.000446289344070448,interpolated,0.000446,0.002127961320176823,interpolated,0.00213,0.003619516618157283,interpolated,0.00362,0.005281890700607684,interpolated,0.00528,0.007097980087550025,interpolated,0.0071,0.01,lower,>0.01,0.000446289344070448,0.000446289344070448,interpolated,1.4067169325579825,1.0,0.0,0.9937389859827922,0.03214545405053348
1,Pooled Sera,TIM1 RSV Long,average,2,0.00018455693228062808,interpolated,0.000185,0.0005672806701652583,interpolated,0.000567,0.0017436752700994203,interpolated,0.00174,0.0025545104146955395,interpolated,0.00255,0.003352030862258929,interpolated,0.00335,0.004145493264550427,interpolated,0.00415,0.0059384281983353585,interpolated,0.00594,0.0005672806701652583,0.0005672806701652583,interpolated,1.9567477211176219,1.0,0.0,0.9809504752533664,0.056651683302310955
